consec_nulls
7
11
16
7
28
10
99
0
0
1
0
1
0
0
0
3
0
0
0
0
5
1
1
0
0
2
0
0
0
0
0
3
0
0
2
0
0
0
0
0
0
0
0
1
0
0
3
24
3
3
1
2
2
1
0
0
4
0
0
0
0
0
1
0
0
0
2
21
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
1
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
1
20
0
0
0
0
0
0
0
0
0
2
2
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
3
0
3
3
2
1
3
0
0
0
4
0
3
3
1
0
0
0
4
1
0
0
0
0
0
0
0
2
0
0
0
0
4
1
0
0
0
0
3
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
6
0
0
0
0
0
0
0
0
3
3
3
0
0
0
0
0
0
0
0
0
0
0
0
3
0
1
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
0
0
3
3
1
0
0
0
3
0
3
8
0
0
0
0
3
0
0
0
29
0
0
0
0
108
1
20
0
3
0
3
3
3
0
3
0
1
0
0
0
3
0
3
0
3
3
3
0
0
0
3
1
7
0
0
3
0
0
3
0
0
3
0
1
0
13
0
0
3
3
0
1
0
0
2
0
3
0
0
0
0
0
0
3
3
0
0
0
3
4
0
0
0
0
0
0
0
0
0
3
0
3
0
0
0
0
3
3
1
0
0
0
1
0
1
0
0
3
3
0
2
0
1
1
0
0
3
3
0
0
0
3
0
0
3
0
3
3
3
0
3
0
0
0
0
0
0
3
3
1
0
2
0
0
1
0
0
0
3
0
0
3
3
3
3
3
3
0
0
0
3
0
0
0
3
1
0
0
0
0
0
3
3
3
0
0
5
2
0
1
0
0
1
0
2
1
0
0
0
0
2
0
1
1
0
0
1
0
0
0
0
0
0
0
1
3
3
0
0
3
3
4
0
4
3
0
0
3
2
0
0
4
0
3
3
0
0
0
0
0
0
3
0
0
0
0
0
0
0
1
3
0
0
0
0
2
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
3
3
0
0
0
0
0
0
1
0
3
0
0
0
0
0
0
3
0
3
0
0
3
3
3
0
1
0
3
0
3
0
3
0
0
3
1
0
3
3
3
3
1
3
3
1
3
1
3
3
0
3
3
3
3
3
3
0
1
3
0
0
3
3
0
0
3
3
3
2
1
0
0
3
0
2
1
0
3
1
2
1
3
0
0
0
3
0
3
3
2
0
3
3
0
0
0
0
3
0
3
3
1
3
3
3
2
0
3
3
3
3
2
0
0
3
3
0
3
0
1
0
3
3
0
0
3
3
0
3
1
3
2
3
0
1
3
3
0
3
3
0
3
3
3
3
3
0
3
3
0
0
3
3
3
0
0
3
0
3
3
0
0
0
3
3
3
0
0
0
0
3
0
0
0
3
0
0
0
0
3
3
0
0
3
0
0
0
0
0
3
3
3
0
0
3
0
0
3
1
0
0
1
0
3
3
0
3
0
0
3
3
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
3
1
0
1
3
0
0
3
3
3
3
0
0
3
0
0
2
0
3
3
0
3
3
3
0
0
3
3
3
0
2
0
0
3
3
0
1
3
3
0
3
1
0
0
3
0
3
3
3
0
0
16
12
21
27
2
0
1
3
0
0
0
0
3
0
1
0
1
3
3
3
3
3
0
0
0
3
3
3
2
1
0
3
3
3
3
0
3
3
0
3
0
3
3
0
3
3
0
0
0
9
7
12
10
16
10
9
11
0
3
3
0
0
3
0
0
3
0
0
0
0
3
3
3
3
3
3
3
0
3
3
3
0
3
0
0
1
0
3
3
3
1
3
0
2
3
0
0
4
3
0
2
0
0
1
3
2
3
1
0
3
4
3
0
0
0
0
0
0
0
0
0
0
3
1
3
0
4
3
3
3
3
3
0
0
3
3
1
3
0
0
0
0
3
3
3
3
3
3
3
3
0
3
1
0
3
3
3
