consec_nulls
3
0
0
0
0
0
1
0
30
13
15
12
10
0
0
12
22
8
7
48
32
3
0
0
0
0
0
4
0
0
0
1
1
0
0
0
0
0
1
3
0
0
0
0
0
1
0
3
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
4
0
3
0
1
0
0
4
0
0
0
0
0
0
0
0
1
0
2
1
0
0
1
0
0
0
1
1
0
0
1
2
0
0
0
0
0
0
0
0
1
0
0
0
3
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
3
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
6
0
1
0
0
1
0
0
0
2
0
0
1
0
0
1
0
1
0
0
1
0
0
0
0
0
0
0
1
1
2
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
9
0
0
0
0
0
1
0
2
0
0
0
13
1
0
0
0
3
0
0
0
0
0
0
3
0
1
0
0
0
0
0
0
0
2
0
0
1
0
0
0
0
1
0
2
0
0
0
0
18
2
4
0
0
2
2
0
0
0
0
5
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
3
0
0
0
0
0
0
0
0
0
3
0
0
0
0
0
4
0
0
1
0
0
0
1
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
4
0
0
0
3
0
0
0
3
0
0
3
0
0
0
0
0
0
1
0
0
0
0
0
2
0
0
0
1
0
0
0
0
0
0
2
0
0
1
3
0
1
0
1
3
0
1
0
1
0
0
0
0
2
3
8
2
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
2
0
0
0
0
0
0
0
0
0
0
1
0
4
1
0
0
0
0
0
0
2
3
0
0
0
3
0
1
0
0
3
4
35
2
0
2
0
2
0
2
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
26
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
6
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
2
0
0
0
0
2
0
1
0
0
0
3
0
1
2
13
0
0
0
0
0
0
0
2
2
0
