pitcher_id,type_confidence
112526,0.6173246916687674
276351,0.5966232464929843
276542,0.5461949339207036
279571,0.5436829379562033
282332,0.8083374181024011
285079,0.6675755147467979
407793,0.5989985185998018
407822,0.544926455026458
407845,0.6045774669535818
424144,0.7930578947368424
425844,0.6294098812095028
429719,0.7249126472237807
429722,0.4861089779785455
430641,0.731231582924065
430912,0.549378653388181
430935,0.6433627952541656
432934,0.7220064059339187
433586,0.6835837687217012
433587,0.7117968704512362
433589,0.6215835781433581
434378,0.8550157484302209
434538,0.6260823598897564
434622,0.490491498275014
434628,0.5675606454663702
434671,0.767088468183127
444468,0.6894075698505515
444857,0.7872593039629859
445060,0.7970133974078922
445197,0.6611960062039557
445276,0.8088018809744074
445926,0.6401875730749942
446372,0.7760019418442555
446399,0.8840648760330586
446899,0.6703483483483481
448306,0.6235835799692185
448609,0.6553943632567848
448614,0.5895358698809178
448802,0.5961718033256872
450172,0.5371556420233429
450212,0.6981329088738566
450308,0.8891921708185053
450729,0.7519185465678372
451584,0.7854660444158342
451596,0.631383994795059
451661,0.8568719687628473
452657,0.6304220574162671
453172,0.631216328747285
453178,0.5715096089008792
453192,0.7130179554011045
453265,0.7967883245586865
453286,0.688696897721764
453343,0.6925945590994367
453562,0.6855712807881778
456034,0.5958997244862804
456068,0.7211487445027687
456501,0.6422085466513319
457918,0.7005027598355859
458677,0.7158019104290669
458708,0.6916727134660815
459429,0.7210485416666669
461325,0.9245648517673891
461829,0.7902006422208409
461833,0.6846190944881867
462136,0.5379513278962808
462382,0.4886580571799847
465657,0.48432866090068566
467008,0.631690310846561
471822,0.7402625649913354
471911,0.6507670111972441
472551,0.7314712716518804
473879,0.7227621674237494
474699,0.5901092173438771
475243,0.5600062045357291
475479,0.5348893795026737
476451,0.8520483891187203
476454,0.7805875854813247
476589,0.7601695933456577
477132,0.8101885017809426
477569,0.6509941717791388
488768,0.5364418904008812
489119,0.6112745961002815
489265,0.8164669294787555
490063,0.6411856642189608
493157,0.4741182950191568
500779,0.8041053050661929
501381,0.8515381206920802
501822,0.6113224032586557
501925,0.8889724243584843
501957,0.5853266770065918
502032,0.793858827418999
502042,0.7306570062451174
502043,0.6176759337604252
502046,0.7684055853523173
502083,0.6432876386687786
502085,0.673379919429811
502154,0.7153669596484229
502188,0.7336918569099056
502190,0.7478322648255452
502239,0.7540180547466522
502327,0.6792528156883523
502381,0.8728150929899875
502624,0.7697570921985871
502706,0.8514860126461002
503285,0.7061870696250955
503449,0.6473987392435474
504379,0.5078923423423406
516969,0.736372621878715
517414,0.7965754716981126
517593,0.7541326223680617
518516,0.6145698887742241
518553,0.7520323346729993
518633,0.7798551445864402
518716,0.7857657566076099
518748,0.6908410852713186
518875,0.5340605167724387
518886,0.6963478467384419
519076,0.7142572975517901
519096,0.6340657498116046
519141,0.8589259184497372
519144,0.6959372473831478
519240,0.7642868723849373
519242,0.7723542210617944
519322,0.6394925714285726
519455,0.5329631522323836
521230,0.5812186471116445
523260,0.5942183596511895
527048,0.5740520776751754
527054,0.7919814096346587
533167,0.6824274888046841
534812,0.44977217663149743
534910,0.8439823923166471
541640,0.6042324668527584
542960,0.7824775547927132
543037,0.8628561442669168
543144,0.834623406966865
543243,0.8390789977046629
543272,0.7542099856665077
543294,0.671296972139073
543359,0.7040548841893244
543408,0.6000250650595821
543475,0.8076356275303647
543506,0.5478307412309716
543521,0.6723804868574486
543548,0.8782262306949767
543606,0.7254085457271379
543699,0.7151139736435963
543766,0.7061098901098944
543779,0.710572058823531
544928,0.7749362919132142
544931,0.6396920698185823
545333,0.7824052062347573
547749,0.4679615664845168
547888,0.7816409264110497
547973,0.379263995285794
571561,0.7218767800632903
571666,0.8850196962505933
571704,0.5795893172454308
571871,0.6155102222222218
572020,0.7856262264150936
572096,0.8088488215488223
572888,0.6955059294396654
572971,0.6334148947890293
573109,0.6303523245214219
573186,0.6817759864234174
592102,0.6655304926764342
592332,0.5468919827172424
592662,0.662270257156723
592665,0.7186931423611115
592836,0.7655223677385886
593372,0.6017345478931495
594798,0.701721029560527
595014,0.6474595097735034
607259,0.5675211901624934
608379,0.7429536689206067
622072,0.8557706149272423
628333,0.9378357582540575
