pitcher,model,count_dummy,count_3-2,count_3-1,count_3-0,count_2-2,count_2-1,count_2-0,count_1-2,count_1-1,count_1-0,count_0-2,count_0-1
433589,rf,0.3852721742794848,0.3742042271454036,0.5542857142857144,0.057142857142857134,0.3452900743223324,0.5087451248441961,0.34093406593406594,0.4099726251901029,0.3581113195747342,0.4679375696767002,0.3333333333333333,0.3433215766413553
433589,svm,0.468587328052507,0.5123217468805704,0.582857142857143,0.37142857142857133,0.5499883628915887,0.5812145671665795,0.6439560439560439,0.6088164850707055,0.4021669793621013,0.5143594810986115,0.4928320802005013,0.4840129849767393
434378,rf,0.6592327421922284,0.5972250860005721,0.7662892133715933,0.8824531024531025,0.4788587338256421,0.6051773634732844,0.7333674688513399,0.4584970640921538,0.4967350145608843,0.5486390827384616,0.4769403086974699,0.5029642304587848
434378,svm,0.4583053446739501,0.4951798685394905,0.7690324845931252,0.9228571428571428,0.34831553265977105,0.3888160594073402,0.7230960914831883,0.3103380037765193,0.3711531786150876,0.4236135425576419,0.2815011738051681,0.3320031038557566
434538,rf,0.5901888430992966,0.4872451886737602,0.6787836793968607,0.9512820512820516,0.40589474367841055,0.4003677325700713,0.6078996565366723,0.4510215739921059,0.4012125097804412,0.4814084439624547,0.5856218560585862,0.4843690555044512
434538,svm,0.5798928087571941,0.544448223733938,0.7242794977959051,0.9637820512820514,0.3856897321831248,0.3956168815621332,0.6011129950871702,0.4954095115115095,0.4293149187274034,0.43685720221549096,0.559688049912014,0.4239252542229971
434622,rf,0.2907678882623857,0.35092592592592603,0.3667079972308003,0.3737637362637362,0.3256011968146121,0.3085759889673,0.38056935817805376,0.3143214496075332,0.31212056795990745,0.3000078977051071,0.3641211135947978,0.3356028667829262
434622,svm,0.3018251178999528,0.4922813569872394,0.5512763987958649,0.6256318681318681,0.3975055462908654,0.3469002011990389,0.5118944099378882,0.4153782455884397,0.3505873171147993,0.3628942491985685,0.4987661738474433,0.3870443422190729
434628,rf,0.5588632747716836,0.4671837552348281,0.5207499424890729,0.7852380952380953,0.5026670393112173,0.4631485880500871,0.5122225813402285,0.4474084653554925,0.4675738788894725,0.524617789565317,0.4964377441251113,0.5163922181964195
434628,svm,0.3943874841996414,0.4564720440035982,0.5850701633310329,0.9313095238095238,0.4544154528537338,0.5036932235791386,0.5068675333381216,0.4317434162977637,0.421748603901465,0.4490514703411713,0.4787058315402574,0.45018426845138826
434671,rf,0.5324748613150195,0.3378672936259143,0.5601777170198223,0.8492857142857142,0.37071124992811744,0.41647551238722463,0.4814814814814815,0.4059284045413453,0.4827215546646533,0.4284129072681704,0.5527844928336668,0.4750614165848666
434671,svm,0.3362622623328313,0.25940491118077325,0.5252768284347231,0.9064285714285714,0.2980162742210935,0.3480655904341197,0.3168376068376068,0.2989046419929293,0.3085598494071847,0.3022763157894737,0.4498421602180445,0.3448390992251623
444468,rf,0.6138497062026473,0.5455988455988455,0.7055555555555555,0.6399999999999999,0.5369924326319675,0.5552272727272728,0.6401515151515151,0.4486274829120253,0.5089709028669234,0.6244117647058823,0.5601532567049808,0.4853696257346118
444468,svm,0.6082885503473738,0.7467893217893218,0.95,1.0,0.5208102620893318,0.5964393939393939,0.8078282828282829,0.4761678494949326,0.5582834117814862,0.6392016806722689,0.5855953722485163,0.5319517476028457
444857,rf,0.29983630823395224,0.2939830150356467,0.3524786324786325,0.4895238095238095,0.30241085472301443,0.3405115605115605,0.33307026307026305,0.3163903860465604,0.29294746409533856,0.2886988483098514,0.2900622041920217,0.3013217696762001
444857,svm,0.3617923253748909,0.3516105726632042,0.4842735042735042,0.40904761904761894,0.4227823581943365,0.44493290493290505,0.4663003663003663,0.41331807175874974,0.33211499724068266,0.36254174524805255,0.3609490271204267,0.2911156206514856
445060,rf,0.4798852847012235,0.4205323653962493,0.7333051881039496,0.6095238095238095,0.3993536327092737,0.44492397911361603,0.5141904761904762,0.3291921971340607,0.30139517783195946,0.4540876716363901,0.3202222836265389,0.3229204631136187
445060,svm,0.5102266789956755,0.4263762855414398,0.7234215217187354,0.8714285714285716,0.3767592294296668,0.4779666147725307,0.5965714285714285,0.314475608321288,0.2771363055845815,0.5270507225839483,0.4091684320407725,0.3024227820194797
445197,rf,0.4808035901473609,0.5324110563765736,0.7100000000000001,0.65,0.4965196818685192,0.5938562091503268,0.6965476190476191,0.4959118727050183,0.5608864480701782,0.5972894411604088,0.5938802889576883,0.4675228937728938
445197,svm,0.4449380066968341,0.6096305418719211,0.8711111111111111,1.0,0.5182321554414577,0.7198692810457517,0.8358333333333334,0.6080018359853121,0.4774785423071961,0.6365553234908073,0.5821362229102167,0.4611278998778999
445276,rf,0.6398915986088047,0.5799719887955181,0.5833333333333333,0.8,0.5381999012568927,0.6517857142857142,0.5978571428571429,0.5079081987404891,0.524957264957265,0.5428571428571429,0.4751325672378305,0.47649717514124296
445276,svm,0.8793803286802726,0.900280112044818,0.95,0.8,0.796254899977991,0.9214285714285716,0.9428571428571428,0.6532863500009933,0.880854700854701,0.9028571428571428,0.5412035333087964,0.8155880842321521
445926,rf,0.5696003726052072,0.5617010896080664,0.5436555111555111,0.7379220779220781,0.4529335270884567,0.4913500349212015,0.5024646464646465,0.4576572192097974,0.42129867351305095,0.4714530299924847,0.4743774756960787,0.3820481742529039
445926,svm,0.3858013854906289,0.5113828806852062,0.4803771228771229,0.8768831168831168,0.4247127207690588,0.5163563967489133,0.652040404040404,0.4492581461362087,0.3314380972757096,0.4157871148459383,0.3525906262898423,0.356061637196872
446372,rf,0.5581263847418877,0.5568525068320946,0.7268424908424909,0.8065800865800865,0.4845899123770415,0.5425878010291019,0.6715371837171564,0.4711105703296698,0.4594250827301013,0.5394203448531792,0.4576115404145977,0.4795194688342658
446372,svm,0.4010932581399709,0.42936411014938103,0.7910744810744811,0.9490476190476189,0.43227725664378397,0.4763983740861055,0.7300018645193619,0.4493068331714509,0.3948627999955615,0.4848954792985138,0.4462509790273743,0.3539354159720599
446399,rf,0.3924433512823605,0.4753968253968254,0.08,0.10666666666666666,0.4211437685121896,0.4994805194805195,0.3269230769230769,0.4879484500174155,0.412095744242574,0.3066952169076752,0.453254867515737,0.39234863896154215
446399,svm,0.4402729846692695,0.4261904761904762,0.7266666666666668,0.6533333333333333,0.5426217057796006,0.4921212121212122,0.4173076923076923,0.4803942057491753,0.3825320314753018,0.2841334816462736,0.6055868833260137,0.4257178145887823
446899,rf,0.7154371482777055,0.5981404560351928,0.6793650793650793,0.6166666666666666,0.4598829387149744,0.6368009768009768,0.6803321678321679,0.4437405731523379,0.5276805150334563,0.6883267894895801,0.471021571021571,0.5918380112216789
446899,svm,0.7428212763042483,0.6016606200816728,0.7317460317460318,0.65,0.5270702897399226,0.7438583638583641,0.8286713286713286,0.5518853695324284,0.6060225545519663,0.7693873955501862,0.552991452991453,0.630835226047778
448306,rf,0.5762408434602193,0.33977263805800245,0.5212158910382207,0.8866189258312019,0.2895132453753143,0.37059064172193307,0.5335941534331882,0.26666694084400955,0.3168259456490141,0.3946845291712128,0.3433473193473193,0.3157347884680847
448306,svm,0.5139313959341905,0.3684656994363057,0.5726805537111632,0.906618925831202,0.34752575011195697,0.3678404515806394,0.5241881271374347,0.3691259777187175,0.33363992782888896,0.3851672079707019,0.4095944055944056,0.3440448070786207
448609,rf,0.4664808427731632,0.5583505866114561,0.6426129426129426,0.4666666666666667,0.4505876493571396,0.5705627705627705,0.5962301587301587,0.5648780487804879,0.4319539958249636,0.5401006319043044,0.520968660968661,0.4349985210351065
448609,svm,0.49154682216065004,0.6599930986887508,0.9338217338217338,1.0,0.5371508450320295,0.5538528138528138,0.8833333333333332,0.5876709708273553,0.48351805900192996,0.6496513850549295,0.6683669108669108,0.5274803931511248
448614,rf,0.4846877962127517,0.3943434343434343,0.5623015873015873,0.6,0.4321163586692469,0.4645586297760211,0.5651204935415463,0.40195505005488,0.4848874350549467,0.4888631406276584,0.4420929555593071,0.4785176814037463
448614,svm,0.5192641931545477,0.6864646464646464,0.5095238095238095,0.6666666666666667,0.5154251701063404,0.6400087834870444,0.5868748795064584,0.4250084236471077,0.5290203888238357,0.692401672875197,0.4480792790094793,0.4925980751463306
448802,rf,0.4375318807496636,0.3305862891062132,0.5054589371980678,0.5946886446886447,0.32694550049485244,0.4218149952136944,0.3697459474254004,0.4544125870385498,0.4597183715161243,0.4536415648214714,0.5688094815879311,0.4077208856252517
448802,svm,0.38345776285121136,0.440057478890496,0.5489371980676329,0.7918498168498168,0.4204505439724782,0.4275201842660597,0.4849892127107179,0.4836337135799588,0.3963114649986324,0.4822445482866044,0.5624148601582465,0.3754401384226347
450172,rf,0.5337089069806835,0.5020741754000994,0.7264163425154136,0.8341503267973855,0.3455653207130921,0.4954884937542327,0.7313090418353576,0.3269511705018382,0.39497249182505423,0.4509975272358392,0.3199151751077477,0.3429305870981681
450172,svm,0.4665226842928416,0.4917319447709835,0.7211531846206769,0.7052287581699346,0.31162046424867434,0.4519384397124089,0.6882976672450356,0.3376838935263916,0.33927430066963066,0.40246354830811615,0.3377281416859245,0.3258260982778597
450212,rf,0.584059332840504,0.44380952380952376,0.7833333333333333,0.6,0.5387649789823703,0.5613986013986014,0.6733333333333332,0.5851194728903707,0.5639108687326005,0.5035270092226615,0.5870885308385309,0.5734807302231237
450212,svm,0.6498039925890865,0.4981746031746032,0.8666666666666668,0.6,0.6302246063115629,0.3850349650349649,0.6733333333333332,0.7357750286349358,0.6584656982959189,0.4962266139657444,0.6964682952182952,0.6641768346595932
450308,rf,0.4664981633792261,0.3503645645335946,0.4555957767722473,0.4938994338994338,0.36036802638831533,0.4499606605646295,0.3777651275563989,0.4288174676503774,0.4274226099052912,0.4168546233640574,0.3679116384761301,0.39825190068421
450308,svm,0.5586698735584442,0.5105347290259372,0.4534803921568628,0.8646853146853146,0.3730077066642288,0.415773182813735,0.5133797406472929,0.4251425120287689,0.4850035044156266,0.4937984342701324,0.4826111723460887,0.4703471717966109
450729,rf,0.5787433104346532,0.41269512862616303,0.5025135302023174,0.5059523809523809,0.350442975609216,0.465329512120471,0.531635353958403,0.3626298413288997,0.4367420309194017,0.5518634097309552,0.3798899310944657,0.4883747447243023
450729,svm,0.6418491138520512,0.4663382594417077,0.7518905960553557,0.6916666666666667,0.3405728457390861,0.5808163414676385,0.6799511706952723,0.4084591795806677,0.4368016701422197,0.6643757343086725,0.37230929137518654,0.4881414848671487
451584,rf,0.5196042449072493,0.5088744588744588,0.7207770007770007,0.1,0.4934164934164934,0.5958874458874458,0.544440836940837,0.5347619359200855,0.5127276335635468,0.5377179487179488,0.4609368091074079,0.5474852289361279
451584,svm,0.3695511464564747,0.3972101972101972,0.7607770007770007,0.6,0.2946414740532387,0.424069264069264,0.4720923520923521,0.31918157975092154,0.3016507898706041,0.427482905982906,0.3380461969971952,0.3066954866109297
451596,rf,0.3898971591633042,0.4984645434797842,0.6056345948775446,0.4737466480887533,0.4954439705378378,0.4369141129584221,0.4732231956612433,0.41212815860703184,0.3798731429525123,0.4025260650555929,0.4104018193085742,0.4272894932173333
451596,svm,0.3338128672280213,0.5752377843916076,0.5774653342081203,0.599445948788054,0.38606289529944104,0.3225646845799054,0.5085782227784732,0.3749301897189221,0.27275996238654576,0.34607419297291503,0.37052734864916703,0.3637059672716962
451661,rf,0.5834861354861355,0.8954108026476447,0.76,0.6666666666666666,0.5573926487048873,0.7382578103011539,0.917142857142857,0.5418713795440138,0.5134023558940133,0.8278279550124685,0.6452278325123153,0.5411367702065377
451661,svm,0.4353476073476073,0.9065219137587558,0.9,0.9333333333333332,0.4322628159604408,0.6814569847077587,0.9571428571428572,0.5565477517651429,0.4709797210575853,0.8192758169779598,0.4899712643678161,0.4690030899333225
452657,rf,0.5441809081453198,0.4300403565620957,0.3425846560846561,0.5624125874125874,0.3895116647020748,0.43097423985228855,0.5215684845530131,0.3392474529931568,0.4109193928132607,0.4454808036137552,0.3765732603975959,0.3926354843695884
452657,svm,0.4401456554943309,0.3465289483367287,0.3429126984126984,0.6192307692307693,0.2933705085142509,0.2714574850022005,0.4871250187953942,0.2735963591363456,0.22029903150346894,0.33709833556293034,0.33554007930549445,0.261844075289162
453172,rf,0.8576116243952192,0.9081818181818182,0.9,0.7166666666666667,0.6881511391833973,0.8498813209494325,0.9675,0.6162195683441511,0.628001443001443,0.857078503371973,0.5789657401422107,0.5845961082107263
453172,svm,0.7669967243452971,0.9445454545454546,0.95,0.5833333333333333,0.4592847582525002,0.7974900166016063,0.9567307692307694,0.3763025258019696,0.3886291486291486,0.8075523795809634,0.5255591467356173,0.3441404841006169
453178,rf,0.5832021933349131,0.6062978260461779,0.69999518999519,0.7755555555555554,0.4927706627091005,0.5107630296010667,0.7037814450358003,0.4164553300063897,0.5088079908741007,0.6190242153240255,0.4523666794187394,0.4955560168351229
453178,svm,0.3238819982756434,0.4807149182610779,0.7992111592111592,1.0,0.3772528452388838,0.3973471141663244,0.6696019833824712,0.2955611452438086,0.3337755268604791,0.471132422745326,0.3097120780848025,0.2405598775652069
453192,rf,0.5138304901981792,0.6017948717948718,0.4,0.96,0.6195121253015989,0.6331884057971015,0.3322602887308769,0.6567465434486711,0.6356802485248934,0.5372946859903381,0.5844683828432431,0.5795417882582682
453192,svm,0.5403232806200672,0.7376556776556777,0.5333333333333333,1.0,0.6939565697460435,0.6919927536231884,0.6441198017668606,0.7013020273658571,0.6103675530902467,0.5623449929170753,0.5923158052912836,0.518515828511195
453265,rf,0.8184307748561567,0.8025699300699299,0.7428571428571429,0.9047619047619048,0.6078419351432727,0.6351111111111111,0.7650793650793651,0.6341574451077862,0.5933153578249636,0.6834794437426017,0.7183199587342495,0.6284361532091165
453265,svm,0.7531660007053989,0.8425699300699301,0.6835714285714285,1.0,0.5271264403050397,0.5815555555555555,0.8936507936507937,0.4978623885294632,0.5248766844647851,0.6431150712729661,0.5841465096535943,0.4711108294647582
453286,rf,0.5894787915971254,0.5519859036510779,0.6213242210146234,0.7783333333333333,0.4918106881718373,0.6318289859546227,0.7484226884226884,0.4567907817860287,0.5257929167606588,0.5912505522745262,0.475206237972534,0.534870516822508
453286,svm,0.3613557854881253,0.4194367637765489,0.7275005352404733,1.0,0.32050652652329925,0.6216691797167181,0.7567187931893814,0.3205322200051057,0.34158357771260994,0.4346932774990475,0.3909514624930352,0.3690973470142611
453343,rf,0.5723264965149921,0.5067370129870129,0.5666666666666667,0.4,0.5223129320690296,0.5496027501909854,0.5557792207792207,0.4248077491866312,0.4963046230885143,0.6711994945277621,0.3995519713261649,0.4624549188092121
453343,svm,0.7297713444943533,0.7535173160173161,0.8566666666666667,0.6,0.4609434950898366,0.8837764196587725,0.8533982683982686,0.583067139899438,0.5504879194669325,0.7938399746150505,0.4130107526881721,0.5904729953476598
453562,rf,0.6496376354693545,0.532507717346592,0.5103605819467888,0.7204010025062657,0.4112636734075565,0.5274340618730863,0.6624303474303475,0.4056118918425148,0.42823028847528216,0.4943710224874266,0.4510249625659227,0.4601993502139792
453562,svm,0.6170511017854661,0.5681048533733957,0.6685700506390162,0.932280701754386,0.3333505401068529,0.5138076232710379,0.7670826395826397,0.3092830300231447,0.3205051395519627,0.5476063651457747,0.3716022520001494,0.37959561185367374
456034,rf,0.4856286013356929,0.4231921027486356,0.5515906432748539,0.7114285714285714,0.4264673549459122,0.4417108222290665,0.5844292344292344,0.4763971933062045,0.46815988208129,0.489983752417795,0.511050499479583,0.4812215436773849
456034,svm,0.365458421948948,0.3981846560095957,0.7367865497076023,1.0,0.36249144155354734,0.371672991207629,0.6714262314262315,0.3745375336801505,0.4085808585164649,0.4096278529980658,0.4582910732474112,0.3738574430882925
456068,rf,0.5189385071029604,0.4981598112032895,0.6053921568627451,0.8833333333333332,0.49228871965105897,0.4696403207521429,0.6797902781802376,0.4630979975499471,0.4946499281782544,0.4866204689556151,0.5160078574645913,0.4535263862862501
456068,svm,0.3238842659377381,0.27366593338460343,0.6544117647058824,0.9555555555555556,0.2464704686051264,0.3853112679460463,0.637312453717119,0.26253172461720786,0.3184026769340644,0.3763184468327309,0.4045920562033932,0.3264886315143335
456501,rf,0.4354239567562624,0.3848323990613195,0.4655122655122656,0.3693106893106893,0.3823976600776227,0.4490679970702304,0.37232840962471947,0.44256651931959096,0.4426377002787757,0.3958103954768458,0.4269434828571758,0.4700644172330707
456501,svm,0.4191811466507233,0.314953498348492,0.5432178932178933,0.4095904095904096,0.3595839744534627,0.3912710877369932,0.4755540477060389,0.4091089310686816,0.4087880558070704,0.4336111897211918,0.4292006795522109,0.4520696302489781
457918,rf,0.7413154977634381,0.9054214559386972,0.9325934065934064,0.9414141414141414,0.6898841007573175,0.8131809234738757,0.917133240419388,0.5939444375430096,0.5684681404330121,0.7482183333318958,0.4875755728387308,0.5485734591592429
457918,svm,0.6041984087833351,0.9023617952928298,0.9421172161172162,0.977777777777778,0.48847235193357197,0.7459954825923761,0.927133240419388,0.4176099816289174,0.4413524177746216,0.5972187406828733,0.3940881441934074,0.3147089270378057
458677,rf,0.7238864473768745,0.7180827886710238,0.8271284271284272,0.8,0.5624841439329469,0.7498174198938206,0.7641666666666667,0.61825175934737,0.6807453384304889,0.7046650825398453,0.6584076903133165,0.6230505712452974
458677,svm,0.6045856818684506,0.6753812636165577,0.8953102453102453,1.0,0.4059902481842462,0.566866089956073,0.8013888888888889,0.4012447226005048,0.4976347133013829,0.6860522761851036,0.4886174986537963,0.5260007628161787
458708,rf,0.38894368743370294,0.4610322436184505,0.4174603174603175,0.5599999999999999,0.4359425547996977,0.3801751048262676,0.4639154704944178,0.35102224533203996,0.3573630503863062,0.3453680272208249,0.3675201075329532,0.3658263569528925
458708,svm,0.3541951733179292,0.4328586356172563,0.4698412698412698,0.51,0.34140362811791386,0.4436573245875571,0.4657097288676235,0.2971527675728037,0.3675672131486085,0.3884951423470114,0.3144406435665305,0.3061405886633092
459429,rf,0.8249770846553725,0.8887992038920831,1.0,0.2,0.7830187435026146,0.9155677655677656,0.9333333333333332,0.6990265524596331,0.8642710643015521,0.9133699633699636,0.7378184014053579,0.7702944407822457
459429,svm,0.7456041638623413,0.8934210526315789,1.0,0.2,0.666630203726978,0.95018315018315,1.0,0.5206678543837798,0.7561391352549889,0.933008658008658,0.6327992659514399,0.5341810277176131
461325,rf,0.4524739726957664,0.4669180819180819,0.5012806637806637,0.7142857142857142,0.4755035148538688,0.4600264550264551,0.5598560503823661,0.4892540001028966,0.4847614550112238,0.43599985435741695,0.4404932950191571,0.42674762212577344
461325,svm,0.34712437887462,0.4990742590742591,0.5061291486291486,1.0,0.3452260580673118,0.5932473544973546,0.6011515969410706,0.4622808732486153,0.4235644281712737,0.5430073823485515,0.40756704980842906,0.4265121433188661
461829,rf,0.7169529787837519,0.7235958114206599,0.9074385521885524,1.0,0.5052951136913401,0.6992379607210115,0.8544408598919878,0.4735178246366432,0.5479721508926387,0.6893625076616153,0.5343682442486621,0.6201725110980685
461829,svm,0.6310827733172134,0.5315495207580498,0.9074385521885524,1.0,0.3632056657528355,0.5249368381148043,0.7760961782578325,0.4788542938296798,0.3704794112252385,0.4829271183964228,0.4252406451268748,0.3443632111252756
