variable,value
f_PP_to_batter,0.11248482621872533
f_PP_to_batter,0.15608454607345448
f_PP_to_batter,0.1549705352248647
f_PP_to_batter,0.17672038041836333
f_PP_to_batter,0.16630351862899365
f_PP_to_batter,0.12234607385995015
f_PP_to_batter,0.14762812146235255
f_PP_to_batter,0.17635120435784665
f_PP_to_batter,0.13115398408169068
f_PP_to_batter,0.14964028276696514
f_PP_to_batter,0.17552598269031694
f_PP_to_batter,0.16737238604959112
f_PP_to_batter,0.1477979064296568
f_PP_to_batter,0.16754926169369622
f_PP_to_batter,0.173898539275804
f_PP_to_batter,0.17247844477213198
f_PP_to_batter,0.15071817591366282
f_PP_to_batter,0.16503390174656135
f_PP_to_batter,0.15175252963835115
f_PP_to_batter,0.17077629651562493
f_PP_to_batter,0.17713160892765706
f_PP_to_batter,0.15033539216796307
f_PP_to_batter,0.17828530021692232
f_PP_to_batter,0.17210157458416214
f_PP_to_batter,0.1853575434058161
f_PP_to_batter,0.15317748999214026
f_PP_to_batter,0.1715234859636702
f_PP_to_batter,0.17415934724948146
f_PP_to_batter,0.17257318827834772
f_PP_to_batter,0.0866123906977712
f_PP_to_batter,0.16080703365812524
f_PP_to_batter,0.17103628849964236
f_PP_to_batter,0.14712889570196291
f_PP_to_batter,0.11195500672765572
f_PP_to_batter,0.16139401569700773
f_PP_to_batter,0.15751246425695534
f_PP_to_batter,0.1718620311051338
f_PP_to_batter,0.17056981696291298
f_PP_to_batter,0.16366482003940094
f_PP_to_batter,0.17232113592156098
f_PP_to_batter,0.14562215126058906
f_PP_to_batter,0.15086510107769827
f_PP_to_batter,0.153544463048815
f_PP_to_batter,0.17516187486598994
f_PP_to_batter,0.15170549417333482
f_PP_to_batter,0.1824884877429463
f_PP_to_batter,0.16480517478970216
f_PP_to_batter,0.1749205825200664
f_PP_to_batter,0.13619024964790286
f_PP_to_batter,0.16236408091503116
f_PP_to_batter,0.19170948213774808
f_PP_to_batter,0.12728529943343148
f_PP_to_batter,0.16882360768371912
f_PP_to_batter,0.17322004350950318
f_PP_to_batter,0.17580914427680427
f_PP_to_batter,0.1677289362400088
f_PP_to_batter,0.15295973873980004
f_PP_to_batter,0.14934871241438702
f_PP_to_batter,0.1692278731361679
f_PP_to_batter,0.13713358149659846
f_PP_to_batter,0.15447696647835568
f_PP_to_batter,0.15122462185164567
f_PP_to_batter,0.15732385464940402
f_PP_to_batter,0.17577512504661302
f_PP_to_batter,0.1422827828362827
f_PP_to_batter,0.14893311684778554
f_PP_to_batter,0.15515417408807816
f_PP_to_batter,0.16036304475635932
f_PP_to_batter,0.15120211679483628
f_PP_to_batter,0.16857846668560175
f_PP_to_batter,0.1560869678483633
f_PP_to_batter,0.17546457714927785
f_PP_to_batter,0.18681348806511044
f_PP_to_batter,0.17203425254447585
f_PP_to_batter,0.1665300955674844
f_PP_to_batter,0.13882499010733884
f_PP_to_batter,0.185303013527164
f_PP_to_batter,0.1683942342953948
f_PP_to_batter,0.15231306256590568
f_PP_to_batter,0.1553378263670731
f_PP_to_batter,0.1805437133709276
f_PP_to_batter,0.18005264567890414
f_PP_to_batter,0.17541575132941842
f_PP_to_batter,0.17593392505074512
f_PP_to_batter,0.17298724704566898
f_PP_to_batter,0.15239955812435635
f_PP_to_batter,0.15997421662923764
f_PP_to_batter,0.16665981474660496
f_PP_to_batter,0.1857514812812102
f_PP_to_batter,0.18004220128757276
f_PP_to_batter,0.14704085608943285
f_PP_to_batter,0.1530936910407232
f_PP_to_batter,0.1683519895069749
f_PP_to_batter,0.17672690822361214
f_PP_to_batter,0.1421336583615158
f_PP_to_batter,0.13425182271072045
f_PP_to_batter,0.15416090739324498
f_PP_to_batter,0.14807910483095152
f_PP_to_batter,0.16225177959475984
f_PP_to_batter,0.17329402735903232
f_PP_to_batter,0.16515926182181925
f_PP_to_batter,0.15483588827341468
f_PP_to_batter,0.15342886070298656
f_PP_to_batter,0.14591324555603302
f_PP_to_batter,0.16266687671689276
f_PP_to_batter,0.16335038400013185
f_PP_to_batter,0.15439464072127929
f_PP_to_batter,0.14937699052698694
f_PP_to_batter,0.1485969510244483
f_PP_to_batter,0.173351424466426
f_PP_to_batter,0.16363994614409855
f_PP_to_batter,0.16535466515694727
f_PP_to_batter,0.164624601738775
f_PP_to_batter,0.13663996508760912
f_PP_to_batter,0.11786267913898127
f_PP_to_batter,0.1216072622962215
f_PP_to_batter,0.15726009214305334
f_PP_to_batter,0.16956289476456124
f_PP_to_batter,0.1799714480658289
f_PP_to_batter,0.17518251305087942
f_PP_to_batter,0.1462105449706942
f_PP_to_batter,0.1547599262469831
f_PP_to_batter,0.16138750655434905
f_PP_to_batter,0.1941111095593398
f_PP_to_batter,0.16925055862974986
f_PP_to_batter,0.15743296917065294
f_PP_to_batter,0.15325055659149528
f_PP_to_batter,0.17696360376536502
f_PP_to_batter,0.17570312338850333
f_PP_to_batter,0.14243049912968225
f_PP_to_batter,0.1672555353609281
f_PP_to_batter,0.17752195625674036
f_PP_to_batter,0.17266686386653332
f_PP_to_batter,0.17319520104061548
f_PP_to_batter,0.15888661100108287
f_PP_to_batter,0.15904837766225072
f_PP_to_batter,0.15302753492972632
f_PP_to_batter,0.1615611743112423
f_PP_to_batter,0.13425319360995308
f_PP_to_batter,0.1704883746318671
f_PP_to_batter,0.17125576254610728
f_PP_to_batter,0.1516674729145575
f_PP_to_batter,0.17218931702461104
f_PP_to_batter,0.17895392452116904
f_PP_to_batter,0.19662483252514887
f_PP_to_batter,0.1802982956684534
f_PP_to_batter,0.1458212208071538
f_PP_to_batter,0.14454841332412996
f_PP_to_batter,0.14789891489000084
f_PP_to_batter,0.16581549160378078
f_PP_to_batter,0.16397002198569674
f_PP_to_batter,0.14868568957756775
f_PP_to_batter,0.16971858403555953
f_PP_to_batter,0.1506898805633913
f_PP_to_batter,0.1377357957280438
f_PP_to_batter,0.1662388835719634
f_PP_to_batter,0.12875617841877382
f_PP_to_batter,0.1765959738391258
f_PP_to_batter,0.16490159272154992
f_PP_to_batter,0.15398651809347313
f_PP_to_batter,0.16905358801497736
f_PP_to_batter,0.1538056036790994
f_PP_to_batter,0.17481319921014193
f_PP_to_batter,0.14584287960490686
f_PP_to_batter,0.12208202472842368
f_PP_to_batter,0.16218318379972432
f_PP_to_batter,0.15301004623070066
f_PP_to_batter,0.15080864539546346
f_PP_to_batter,0.16210515275293624
f_PP_to_batter,0.15097657470272874
f_PP_to_batter,0.17203503250103358
f_PP_to_batter,0.14346252790101618
f_PP_to_batter,0.15824048280043654
f_PP_to_batter,0.16821401406844289
f_PP_to_batter,0.16106276966340666
f_PP_to_batter,0.1946661292243642
a_global_PP,0.19555068576808915
a_global_PP,0.15631393865125456
a_global_PP,0.1292839355157948
a_global_PP,0.1517465803006146
a_global_PP,0.14421468243927407
a_global_PP,0.19107515125668287
a_global_PP,0.1258508676704462
a_global_PP,0.14052898894611132
a_global_PP,0.1217932846024475
a_global_PP,0.1771468301935174
a_global_PP,0.14050407952216964
a_global_PP,0.15913650144756405
a_global_PP,0.12430345660742127
a_global_PP,0.1497540347454233
a_global_PP,0.14411363313194853
a_global_PP,0.1410265690501059
a_global_PP,0.1283545454058964
a_global_PP,0.15515339627310812
a_global_PP,0.1302967698448912
a_global_PP,0.1513434300987367
a_global_PP,0.14395494358901326
a_global_PP,0.12148745729131435
a_global_PP,0.1590603576971741
a_global_PP,0.14010820018906528
a_global_PP,0.15418196044219173
a_global_PP,0.13192537526215084
a_global_PP,0.15209630275246205
a_global_PP,0.14969988561429629
a_global_PP,0.15869883140965008
a_global_PP,0.25781568691993484
a_global_PP,0.17119305797723436
a_global_PP,0.15172020229214345
a_global_PP,0.13379667060687514
a_global_PP,0.15496940174318852
a_global_PP,0.12858527718389082
a_global_PP,0.1376785845409133
a_global_PP,0.16643315170637193
a_global_PP,0.1351604064943888
a_global_PP,0.13807330599402698
a_global_PP,0.1277231408065967
a_global_PP,0.1484827936640789
a_global_PP,0.13724943245978571
a_global_PP,0.14943768783724687
a_global_PP,0.14180184164175413
a_global_PP,0.13829629852692366
a_global_PP,0.14740630976178482
a_global_PP,0.15507827915698025
a_global_PP,0.15656029085402068
a_global_PP,0.11945978888575852
a_global_PP,0.1453727698754982
a_global_PP,0.13674504294515352
a_global_PP,0.19804753624316296
a_global_PP,0.14579797197184596
a_global_PP,0.15163995117076845
a_global_PP,0.14760407814262388
a_global_PP,0.15434603152948706
a_global_PP,0.14051883019390835
a_global_PP,0.17189063824757006
