year,name_first,name_last,ab,bb,so,obp,slg
2015,A.J.,Pollock,609,53,89,.367,.498
2015,Ender,Inciarte,524,26,58,.338,.408
2015,Yasmany,Tomas,406,17,110,.305,.401
2015,Aaron,Hill,313,31,54,.295,.345
2015,Jarrod,Saltalamacchia,171,19,57,.332,.474
2015,Mark,Trumbo,174,10,39,.299,.506
2015,Cliff,Pennington,135,16,29,.314,.281
2015,Tuffy,Gosewisch,128,8,23,.261,.281
2015,Jordan,Pacheco,66,9,14,.333,.333
2015,Philip,Gosselin,66,7,11,.382,.545
2015,Brandon,Drury,56,2,8,.254,.375
2015,Oscar,Hernandez,31,3,15,.257,.194
2015,Socrates,Brito,33,1,7,.324,.455
2015,Danny,Dorn,30,2,10,.219,.200
2015,Jamie,Romak,15,1,6,.375,.467
2015,Peter,O'Brien,10,2,5,.500,.800
2015,Gerald,Laird,2,0,0,.000,.000
2015,Rubby,De,64,0,25,.094,.094
2015,Chase,Anderson,48,1,23,.122,.104
2015,Jeremy,Hellickson,41,2,14,.283,.220
2015,Robbie,Ray,31,0,14,.097,.129
2015,Josh,Collmenter,27,3,9,.267,.185
2015,Patrick,Corbin,25,3,11,.214,.120
2015,Archie,Bradley,14,0,7,.143,.143
2015,Allen,Webster,11,0,6,.000,.000
2015,Zack,Godley,9,0,6,.111,.111
2015,Jhoulys,Chacin,8,0,4,.125,.125
2015,Vidal,Nuno,5,0,0,.000,.000
2015,Andrew,Chafin,3,0,1,.000,.000
2015,Addison,Reed,2,0,0,.000,.000
2015,Randall,Delgado,1,0,1,.000,.000
2015,Daniel,Hudson,1,0,1,.000,.000
2015,Keith,Hessler,1,0,0,1.000,1.000
2015,A.J.,Schugel,0,0,0,0.0,0.0
2015,J.C.,Ramirez,0,0,0,0.0,0.0
2015,Enrique,Burgos,0,0,0,0.0,0.0
2015,Dominic,Leone,0,0,0,0.0,0.0
2015,David,Hernandez,0,0,0,0.0,0.0
2015,Oliver,Perez,0,0,0,0.0,0.0
2015,Matt,Reynolds,0,0,0,0.0,0.0
2015,Matt,Stites,0,0,0,0.0,0.0
2015,Silvino,Bracho,0,0,0,0.0,0.0
2015,Evan,Marshall,0,0,0,0.0,0.0
2015,Brad,Ziegler,0,0,0,0.0,0.0
2015,A.J.,Pierzynski,407,19,37,.339,.430
2015,Freddie,Freeman,416,56,98,.370,.471
2015,Jace,Peterson,528,56,120,.314,.335
2015,Andrelton,Simmons,535,39,48,.321,.338
2015,Adonis,Garcia,191,5,35,.293,.497
2015,Jonny,Gomes,195,28,67,.325,.364
2015,Cameron,Maybin,505,45,102,.327,.370
2015,Nick,Markakis,612,70,83,.370,.376
2015,Kelly,Johnson,182,13,43,.321,.451
2015,Juan,Uribe,151,15,37,.353,.464
2015,Chris,Johnson,153,7,49,.272,.320
2015,Christian,Bethancourt,155,5,33,.225,.290
2015,Michael,Bourn,136,17,31,.303,.257
2015,Pedro,Ciriaco,142,2,38,.275,.352
2015,Nick,Swisher,118,27,30,.349,.339
2015,Eury,Perez,119,7,23,.331,.303
2015,Alberto,Callaspo,107,14,10,.293,.252
2015,Daniel,Castro,96,3,15,.263,.344
2015,Todd,Cunningham,86,5,17,.280,.267
2015,Hector,Olivera,79,5,12,.310,.405
2015,Eric,Young,77,6,17,.229,.273
2015,Ryan,Lavarnway,66,8,21,.311,.394
2015,Joey,Terdoslavich,56,3,14,.254,.375
2015,Philip,Gosselin,40,2,5,.357,.425
2015,Shelby,Miller,56,4,29,.117,.089
2015,Julio,Teheran,52,2,9,.130,.096
2015,Alex,Wood,33,3,21,.222,.182
2015,Matt,Wisler,29,2,6,.194,.138
2015,Williams,Perez,28,2,13,.133,.071
2015,Mike,Foltynewicz,28,0,19,.069,.107
2015,Eric,Stults,13,0,7,.077,.077
2015,Ryan,Weber,10,0,8,.000,.000
2015,Manny,Banuelos,3,0,1,.000,.000
2015,Sugar,Ray,6,1,3,.429,.333
2015,Trevor,Cahill,5,0,2,.200,.200
2015,Jake,Brigham,1,0,1,.000,.000
2015,David,Aardsma,1,0,1,.000,.000
2015,Ross,Detwiler,1,0,1,.000,.000
2015,Cody,Martin,0,0,0,0.0,0.0
2015,Edwin,Jackson,1,0,0,.000,.000
2015,Andrew,McKirahan,1,0,1,.000,.000
2015,Jim,Johnson,0,0,0,0.0,0.0
2015,Danny,Burawa,0,0,0,0.0,0.0
2015,David,Carpenter,0,0,0,0.0,0.0
2015,Luis,Avilan,0,0,0,0.0,0.0
2015,Ryan,Kelly,0,0,0,0.0,0.0
2015,Dana,Eveland,0,0,0,0.0,0.0
2015,Ian,Thomas,0,0,0,0.0,0.0
2015,Jason,Frasor,0,0,0,0.0,0.0
2015,Brandon,Cunniff,0,0,0,0.0,0.0
2015,Matt,Marksberry,0,0,0,0.0,0.0
2015,John,Cornely,0,0,0,0.0,0.0
2015,Dan,Winkler,0,0,0,0.0,0.0
2015,Nick,Masset,0,0,0,0.0,0.0
2015,Juan,Jaime,0,0,0,0.0,0.0
2015,Jason,Grilli,0,0,0,0.0,0.0
2015,Arodys,Vizcaino,0,0,0,0.0,0.0
2015,Peter,Moylan,0,0,0,0.0,0.0
2015,Michael,Kohn,0,0,0,0.0,0.0
2015,Donnie,Veal,0,0,0,0.0,0.0
2015,Caleb,Joseph,320,27,72,.299,.394
2015,Chris,Davis,573,84,208,.361,.562
2015,Jonathan,Schoop,305,9,79,.306,.482
2015,J.J.,Hardy,411,20,88,.253,.311
2015,Manny,Machado,633,70,111,.359,.502
2015,Steve,Pearce,294,23,69,.289,.422
2015,Adam,Jones,546,24,102,.308,.474
2015,Gerardo,Parra,224,8,35,.268,.357
2015,Jimmy,Paredes,363,19,111,.310,.416
2015,Ryan,Flaherty,267,26,81,.281,.356
2015,Matt,Wieters,258,21,67,.319,.422
2015,Travis,Snider,211,23,56,.318,.341
2015,Nolan,Reimold,170,23,47,.344,.394
2015,Delmon,Young,174,4,29,.289,.339
2015,David,Lough,134,5,36,.241,.313
2015,Alejandro,De,103,7,34,.277,.359
2015,Steve,Clevenger,101,4,13,.314,.426
2015,Everth,Cabrera,96,5,22,.250,.229
2015,Chris,Parmelee,97,4,26,.255,.433
2015,Paul,Janish,35,0,3,.278,.371
2015,Henry,Urrutia,34,2,3,.306,.382
2015,Ryan,Lavarnway,28,4,7,.219,.143
2015,Dariel,Alvarez,29,2,8,.290,.379
2015,Rey,Navarro,29,0,3,.276,.448
2015,Junior,Lake,22,0,9,.136,.273
2015,Christian,Walker,9,3,4,.333,.111
2015,Ubaldo,Jimenez,8,0,4,.250,.250
2015,Bud,Norris,4,0,1,.000,.000
2015,Tyler,Wilson,2,0,0,.000,.000
2015,Mike,Wright,2,0,1,.500,.500
2015,Chris,Tillman,2,0,2,.000,.000
2015,Jason,Garcia,0,1,0,1.000,0.0
2015,Miguel,Gonzalez,1,0,0,.000,.000
2015,Wei-Yin,Chen,0,0,0,0.0,0.0
2015,Zach,Britton,0,0,0,0.0,0.0
2015,Brian,Matusz,0,0,0,0.0,0.0
2015,Steve,Johnson,0,0,0,0.0,0.0
2015,T.J.,McFarland,0,0,0,0.0,0.0
2015,Wesley,Wright,0,0,0,0.0,0.0
2015,Chaz,Roe,0,0,0,0.0,0.0
2015,Kevin,Gausman,0,0,0,0.0,0.0
2015,Cesar,Cabral,0,0,0,0.0,0.0
2015,Tommy,Hunter,0,0,0,0.0,0.0
2015,Mychal,Givens,0,0,0,0.0,0.0
2015,Brad,Brach,0,0,0,0.0,0.0
2015,Jorge,Rondon,0,0,0,0.0,0.0
2015,Oliver,Drake,0,0,0,0.0,0.0
2015,Darren,O'Day,0,0,0,0.0,0.0
2015,Blake,Swihart,288,18,77,.319,.392
2015,Mike,Napoli,329,45,99,.307,.386
2015,Dustin,Pedroia,381,38,51,.356,.441
2015,Xander,Bogaerts,613,32,101,.355,.421
2015,Pablo,Sandoval,470,25,73,.292,.366
2015,Hanley,Ramirez,401,21,71,.291,.426
2015,Mookie,Betts,597,46,82,.341,.479
2015,Rusney,Castillo,273,13,54,.288,.359
2015,David,Ortiz,528,77,95,.360,.553
2015,Brock,Holt,454,46,97,.349,.379
2015,Jackie,Bradley,221,27,69,.335,.498
2015,Travis,Shaw,226,18,57,.327,.487
2015,Ryan,Hanigan,174,20,39,.337,.328
2015,Alejandro,De,161,12,36,.347,.484
2015,Sandy,Leon,114,7,28,.238,.202
2015,Shane,Victorino,94,9,14,.324,.298
2015,Allen,Craig,79,7,26,.239,.203
2015,Josh,Rutledge,74,5,26,.333,.338
2015,Daniel,Nava,66,8,17,.260,.182
2015,Deven,Marrero,53,3,19,.268,.283
2015,Jemile,Weeks,9,0,2,.333,.333
2015,Carlos,Peguero,5,1,1,.333,.200
2015,Garin,Cecchini,4,0,3,.000,.000
2015,Jeff,Bianchi,2,0,0,.000,.000
2015,Luis,Jimenez,1,0,0,.000,.000
2015,Clay,Buchholz,6,0,2,.000,.000
2015,Joe,Kelly,5,0,2,.200,.200
2015,Justin,Masterson,3,0,1,.667,.667
2015,Eduardo,Rodriguez,2,0,2,.000,.000
2015,Henry,Owens,2,0,2,.000,.000
2015,Steven,Wright,1,0,0,.000,.000
2015,Wade,Miley,2,0,0,.000,.000
2015,Rick,Porcello,2,0,2,.000,.000
2015,Anthony,Varvaro,0,0,0,0.0,0.0
2015,Craig,Breslow,0,0,0,0.0,0.0
2015,Tommy,Layne,0,0,0,0.0,0.0
2015,Rich,Hill,0,0,0,0.0,0.0
2015,Brian,Johnson,0,0,0,0.0,0.0
2015,Edward,Mujica,0,0,0,0.0,0.0
2015,Koji,Uehara,0,0,0,0.0,0.0
2015,Robbie,Ross,0,0,0,0.0,0.0
2015,Dalier,Hinojosa,0,0,0,0.0,0.0
2015,Noe,Ramirez,0,0,0,0.0,0.0
2015,Junichi,Tazawa,0,0,0,0.0,0.0
2015,Heath,Hembree,0,0,0,0.0,0.0
2015,Jonathan,Aro,0,0,0,0.0,0.0
2015,Roman,Mendez,0,0,0,0.0,0.0
2015,Jean,Machi,0,0,0,0.0,0.0
2015,Matt,Barnes,0,0,0,0.0,0.0
2015,Ryan,Cook,0,0,0,0.0,0.0
2015,Alexi,Ogando,0,0,0,0.0,0.0
2015,Miguel,Montero,347,49,103,.345,.409
2015,Anthony,Rizzo,586,78,105,.387,.512
2015,Addison,Russell,475,42,149,.307,.389
2015,Starlin,Castro,547,21,91,.296,.375
2015,Kris,Bryant,559,77,199,.369,.488
2015,Chris,Coghlan,440,58,94,.341,.443
2015,Dexter,Fowler,596,84,154,.346,.411
2015,Jorge,Soler,366,32,121,.324,.399
2015,Kyle,Schwarber,232,36,77,.355,.487
2015,Chris,Denorfia,212,15,56,.319,.373
2015,David,Ross,159,20,61,.267,.252
2015,Jonathan,Herrera,126,2,23,.242,.333
2015,Matt,Szczur,72,6,15,.278,.333
2015,Javier,Baez,76,4,24,.325,.408
2015,Austin,Jackson,72,5,19,.304,.375
2015,Tommy,La,67,5,7,.324,.403
2015,Mike,Baxter,57,7,14,.348,.263
2015,Junior,Lake,58,4,20,.274,.345
2015,Welington,Castillo,43,3,12,.234,.349
2015,Arismendy,Alcantara,26,5,11,.226,.077
2015,Mike,Olt,15,0,6,.188,.333
2015,Taylor,Teagarden,15,0,4,.200,.200
2015,Quintin,Berry,1,0,1,.000,.000
2015,Jake,Arrieta,79,1,45,.163,.266
2015,Jon,Lester,62,3,30,.108,.065
2015,Jason,Hammel,65,1,18,.179,.185
2015,Kyle,Hendricks,60,1,24,.066,.067
2015,Travis,Wood,30,2,16,.156,.100
2015,Dan,Haren,17,3,4,.190,.059
2015,Clayton,Richard,14,1,6,.200,.286
2015,Tsuyoshi,Wada,8,1,5,.111,.000
2015,Dallas,Beeler,3,0,1,.333,.667
2015,Trevor,Cahill,2,1,0,.333,.000
2015,Justin,Grimm,1,0,1,.000,.000
2015,Carl,Edwards,1,0,1,.000,.000
2015,James,Russell,1,0,1,.000,.000
2015,Donn,Roach,1,0,0,1.000,1.000
2015,Neil,Ramirez,0,0,0,0.0,0.0
2015,Jason,Motte,0,0,0,0.0,0.0
2015,Fernando,Rodney,0,0,0,0.0,0.0
2015,Phil,Coke,0,0,0,0.0,0.0
2015,Yoervis,Medina,0,0,0,0.0,0.0
2015,Edwin,Jackson,0,0,0,0.0,0.0
2015,Tommy,Hunter,0,0,0,0.0,0.0
2015,Zac,Rosscup,0,0,0,0.0,0.0
2015,Brian,Schlitter,0,0,0,0.0,0.0
2015,Gonzalez,Germen,0,0,0,0.0,0.0
2015,Pedro,Strop,0,0,0,0.0,0.0
2015,Rafael,Soriano,0,0,0,0.0,0.0
2015,Hector,Rondon,0,0,0,0.0,0.0
2015,Tyler,Flowers,331,21,104,.295,.356
2015,Jose,Abreu,613,39,140,.347,.502
2015,Carlos,Sanchez,389,19,81,.268,.326
2015,Alexei,Ramirez,583,31,68,.285,.357
2015,Tyler,Saladino,236,12,51,.267,.335
2015,Melky,Cabrera,629,40,88,.314,.394
2015,Adam,Eaton,610,58,131,.361,.431
2015,Avisail,Garcia,553,36,141,.309,.365
2015,Adam,LaRoche,429,49,133,.293,.340
2015,Gordon,Beckham,211,19,43,.275,.332
2015,Geovany,Soto,187,21,63,.301,.406
2015,Conor,Gillaspie,173,9,34,.276,.364
2015,J.B.,Shuck,143,16,16,.340,.350
2015,Trayce,Thompson,122,13,26,.363,.533
2015,Micah,Johnson,100,9,30,.306,.270
2015,Mike,Olt,79,7,29,.267,.316
2015,Emilio,Bonifacio,78,2,27,.198,.192
2015,Rob,Brantly,33,2,8,.167,.242
2015,Leury,Garcia,14,1,7,.267,.214
2015,Jose,Quintana,8,0,5,.000,.000
2015,Chris,Sale,9,0,4,.111,.111
2015,Carlos,Rodon,1,0,1,.000,.000
2015,Jeff,Samardzija,2,0,1,.500,.500
2015,Erik,Johnson,0,0,0,0.0,0.0
2015,Javy,Guerra,0,0,0,0.0,0.0
2015,Chris,Beck,0,0,0,0.0,0.0
2015,Junior,Guerra,0,0,0,0.0,0.0
2015,John,Danks,0,0,0,0.0,0.0
2015,Zach,Putnam,0,0,0,0.0,0.0
2015,Scott,Carroll,0,0,0,0.0,0.0
2015,Daniel,Webb,0,0,0,0.0,0.0
2015,Zach,Duke,0,0,0,0.0,0.0
2015,Frankie,Montas,0,0,0,0.0,0.0
2015,Jake,Petricka,0,0,0,0.0,0.0
2015,Hector,Noesi,0,0,0,0.0,0.0
2015,Matt,Albers,0,0,0,0.0,0.0
2015,Kyle,Drabek,0,0,0,0.0,0.0
2015,Dan,Jennings,0,0,0,0.0,0.0
2015,Nate,Jones,0,0,0,0.0,0.0
2015,David,Robertson,0,0,0,0.0,0.0
2015,Brayan,Pena,333,29,34,.334,.324
2015,Joey,Votto,545,143,135,.459,.541
2015,Brandon,Phillips,588,27,68,.328,.395
2015,Eugenio,Suarez,372,17,94,.315,.446
2015,Todd,Frazier,619,44,137,.309,.498
2015,Marlon,Byrd,359,23,101,.286,.448
2015,Billy,Hamilton,412,28,75,.274,.289
2015,Jay,Bruce,580,58,145,.294,.434
2015,Tucker,Barnhart,242,25,45,.324,.326
2015,Skip,Schumaker,244,23,51,.306,.336
2015,Ivan,De,201,19,55,.311,.373
2015,Zack,Cozart,194,14,29,.310,.459
2015,Jason,Bourgeois,196,14,33,.294,.332
2015,Kristopher,Negron,93,9,23,.238,.161
2015,Brennan,Boesch,89,4,30,.191,.202
2015,Adam,Duvall,64,6,26,.306,.484
2015,Devin,Mesoraco,45,5,9,.275,.244
2015,Ramon,Cabrera,30,0,5,.367,.500
2015,Ryan,LaMarre,25,0,9,.080,.080
2015,Chris,Dominguez,23,0,12,.261,.522
2015,Tyler,Holt,11,2,2,.231,.091
2015,Kyle,Waldrop,1,0,1,.000,.000
2015,Anthony,DeSclafani,58,3,33,.194,.172
2015,Mike,Leake,52,0,25,.135,.250
2015,Johnny,Cueto,37,1,10,.184,.162
2015,Michael,Lorenzen,36,0,13,.270,.306
2015,Raisel,Iglesias,30,0,13,.067,.133
2015,Keyvius,Sampson,16,0,11,.000,.000
2015,Jason,Marquis,16,0,4,.188,.250
2015,John,Lamb,16,0,8,.063,.125
2015,David,Holmberg,8,2,5,.364,.125
2015,Josh,Smith,9,0,4,.222,.444
2015,Brandon,Finnegan,4,0,2,.000,.000
2015,Pedro,Villarreal,6,0,3,.167,.333
2015,Homer,Bailey,4,0,1,.000,.000
2015,Jon,Moscot,4,0,2,.250,.250
2015,Dylan,Axelrod,2,0,1,.000,.000
2015,Tony,Cingrani,2,0,1,.000,.000
2015,Donovan,Hand,1,0,0,.000,.000
2015,Burke,Badenhop,1,0,0,.000,.000
2015,Sam,LeCure,1,0,0,.000,.000
2015,Aroldis,Chapman,1,0,0,.000,.000
2015,Collin,Balester,1,0,0,.000,.000
2015,Jumbo,Diaz,0,0,0,0.0,0.0
2015,J.J.,Hoover,0,0,0,0.0,0.0
2015,Kevin,Gregg,0,0,0,0.0,0.0
2015,Nathan,Adcock,0,0,0,0.0,0.0
2015,Carlos,Contreras,0,0,0,0.0,0.0
2015,Ryan,Mattheus,0,0,0,0.0,0.0
2015,Manny,Parra,0,0,0,0.0,0.0
2015,Yan,Gomes,363,13,104,.267,.391
2015,Carlos,Santana,550,108,122,.357,.395
2015,Jason,Kipnis,565,57,107,.372,.451
2015,Francisco,Lindor,390,27,69,.353,.482
2015,Gio,Urshela,267,18,58,.279,.330
2015,Michael,Brantley,529,60,51,.379,.480
2015,Michael,Bourn,289,29,76,.313,.294
2015,Brandon,Moss,337,32,106,.288,.407
2015,Ryan,Raburn,173,23,44,.393,.543
2015,Lonnie,Chisenhall,333,23,69,.294,.372
2015,Jose,Ramirez,315,32,39,.291,.340
2015,Mike,Aviles,290,20,38,.282,.317
2015,David,Murphy,206,16,29,.344,.437
2015,Roberto,Perez,184,33,64,.348,.402
2015,Abraham,Almonte,178,16,33,.321,.455
2015,Jerry,Sands,123,9,36,.286,.390
2015,Nick,Swisher,101,8,24,.261,.297
2015,Chris,Johnson,90,3,25,.312,.367
2015,Brett,Hayes,32,3,7,.229,.438
2015,Michael,Martinez,30,1,12,.290,.333
2015,Zach,Walters,30,0,15,.133,.133
2015,Tyler,Holt,20,1,9,.143,.100
2015,Jesus,Aguilar,19,0,7,.350,.368
2015,Adam,Moore,4,0,2,.250,.250
2015,Trevor,Bauer,6,1,1,.286,.167
2015,Corey,Kluber,6,0,3,.000,.000
2015,Danny,Salazar,4,0,4,.000,.000
2015,Carlos,Carrasco,1,0,0,1.000,1.000
2015,Cody,Anderson,3,0,3,.000,.000
2015,Austin,Adams,1,0,0,.000,.000
2015,C.C.,Lee,0,0,0,0.0,0.0
2015,Toru,Murata,0,0,0,0.0,0.0
2015,Kyle,Crockett,0,0,0,0.0,0.0
2015,Giovanni,Soto,0,0,0,0.0,0.0
2015,T.J.,House,0,0,0,0.0,0.0
2015,Nick,Hagadone,0,0,0,0.0,0.0
2015,Cody,Allen,0,0,0,0.0,0.0
2015,Josh,Tomlin,0,0,0,0.0,0.0
2015,Jeff,Manship,0,0,0,0.0,0.0
2015,Scott,Atchison,0,0,0,0.0,0.0
2015,Zach,McAllister,0,0,0,0.0,0.0
2015,Gavin,Floyd,0,0,0,0.0,0.0
2015,Bryan,Shaw,0,0,0,0.0,0.0
2015,Ryan,Webb,0,0,0,0.0,0.0
2015,Shawn,Armstrong,0,0,0,0.0,0.0
2015,Anthony,Swarzak,0,0,0,0.0,0.0
2015,Shaun,Marcum,0,0,0,0.0,0.0
2015,Marc,Rzepczynski,0,0,0,0.0,0.0
2015,Bruce,Chen,0,0,0,0.0,0.0
2015,Nick,Hundley,366,21,76,.339,.467
2015,Ben,Paulsen,325,23,92,.326,.462
2015,DJ,LeMahieu,564,50,107,.358,.388
2015,Troy,Tulowitzki,323,24,72,.348,.471
2015,Nolan,Arenado,616,34,110,.323,.575
2015,Brandon,Barnes,255,21,67,.314,.341
2015,Charlie,Blackmon,614,46,112,.347,.450
2015,Carlos,Gonzalez,554,46,133,.325,.540
2015,Wilin,Rosario,231,8,56,.295,.416
2015,Corey,Dickerson,224,10,56,.333,.536
2015,Daniel,Descalso,185,20,45,.283,.324
2015,Jose,Reyes,193,9,24,.291,.368
2015,Justin,Morneau,168,13,25,.363,.458
2015,Michael,McKenry,127,22,41,.329,.402
2015,Rafael,Ynoa,127,3,28,.277,.339
2015,Drew,Stubbs,102,9,50,.286,.431
2015,Kyle,Parker,106,6,37,.223,.311
2015,Dustin,Garneau,70,6,14,.224,.286
2015,Cristhian,Adames,53,3,11,.298,.302
2015,Matt,McBride,42,0,4,.186,.167
2015,Tom,Murphy,35,4,10,.333,.543
2015,Jorge,De,48,0,18,.063,.063
2015,Chris,Rusin,46,0,7,.217,.283
2015,Kyle,Kendrick,43,3,16,.239,.302
2015,Chad,Bettis,29,4,13,.182,.069
2015,David,Hale,23,0,9,.087,.087
2015,Eddie,Butler,23,0,13,.043,.043
2015,Yohan,Flande,21,0,10,.143,.143
2015,Jordan,Lyles,19,0,11,.000,.000
2015,Christian,Bergman,12,1,4,.231,.167
2015,Jon,Gray,11,2,6,.154,.000
2015,Tyler,Matzek,8,0,1,.375,.500
2015,Christian,Friedrich,3,0,0,.000,.000
2015,Justin,Miller,2,0,2,.000,.000
2015,Aaron,Laffey,2,0,1,.500,.500
2015,Gonzalez,Germen,1,0,1,.000,.000
2015,LaTroy,Hawkins,1,0,1,.000,.000
2015,Kenny,Roberts,0,0,0,0.0,0.0
2015,John,Axford,0,0,0,0.0,0.0
2015,Boone,Logan,0,0,0,0.0,0.0
2015,Tommy,Kahnle,0,0,0,0.0,0.0
2015,Simon,Castro,0,0,0,0.0,0.0
2015,Scott,Oberg,0,0,0,0.0,0.0
2015,Rex,Brothers,0,0,0,0.0,0.0
2015,Brooks,Brown,0,0,0,0.0,0.0
2015,Jason,Gurka,0,0,0,0.0,0.0
2015,Rafael,Betancourt,0,0,0,0.0,0.0
2015,Jorge,Rondon,0,0,0,0.0,0.0
2015,Miguel,Castro,0,0,0,0.0,0.0
2015,Jairo,Diaz,0,0,0,0.0,0.0
2015,Adam,Ottavino,0,0,0,0.0,0.0
2015,James,McCann,401,16,90,.297,.387
2015,Miguel,Cabrera,429,77,82,.440,.534
2015,Ian,Kinsler,624,43,80,.342,.428
2015,Jose,Iglesias,416,25,44,.347,.370
2015,Nick,Castellanos,549,39,152,.303,.419
2015,Yoenis,Cespedes,403,19,87,.323,.506
2015,Anthony,Gose,485,45,145,.321,.367
2015,J.D.,Martinez,596,53,178,.344,.535
2015,Victor,Martinez,440,31,52,.301,.366
2015,Rajai,Davis,341,22,76,.306,.440
2015,Alex,Avila,178,40,66,.339,.287
2015,Tyler,Collins,192,13,43,.316,.417
2015,Andrew,Romine,184,11,46,.307,.315
2015,Jefry,Marte,80,8,22,.284,.413
2015,Dixon,Machado,68,7,14,.307,.279
2015,Bryan,Holaday,64,1,13,.292,.453
2015,Josh,Wilson,38,0,15,.350,.395
2015,Hernan,Perez,33,1,11,.088,.061
2015,Marc,Krauss,33,0,13,.152,.242
2015,Steven,Moya,22,3,10,.280,.273
2015,Daniel,Fields,3,0,2,.333,.667
2015,David,Price,5,0,3,.000,.000
2015,Alfredo,Simon,5,0,2,.000,.000
2015,Shane,Greene,5,0,5,.000,.000
2015,Buck,Farmer,4,0,3,.250,.250
2015,Anibal,Sanchez,4,0,4,.000,.000
2015,Daniel,Norris,2,1,1,.667,2.000
2015,Blaine,Hardy,1,0,0,.000,.000
2015,Justin,Verlander,0,0,0,0.0,0.0
2015,Ian,Krol,0,0,0,0.0,0.0
2015,Joba,Chamberlain,0,0,0,0.0,0.0
2015,Joakim,Soria,0,0,0,0.0,0.0
2015,Tom,Gorzelanny,0,0,0,0.0,0.0
2015,Bruce,Rondon,0,0,0,0.0,0.0
2015,Kyle,Ryan,0,0,0,0.0,0.0
2015,Joe,Nathan,0,0,0,0.0,0.0
2015,Guido,Knudson,0,0,0,0.0,0.0
2015,Neftali,Feliz,0,0,0,0.0,0.0
2015,Matt,Boyd,0,0,0,0.0,0.0
2015,Drew,VerHagen,0,0,0,0.0,0.0
2015,Alex,Wilson,0,0,0,0.0,0.0
2015,Kyle,Lobstein,0,0,0,0.0,0.0
2015,Al,Alburquerque,0,0,0,0.0,0.0
2015,Angel,Nesbitt,0,0,0,0.0,0.0
2015,Jose,Valdez,0,0,0,0.0,0.0
2015,Jeff,Ferrell,0,0,0,0.0,0.0
2015,Randy,Wolf,0,0,0,0.0,0.0
2015,Jason,Castro,337,33,115,.283,.365
2015,Chris,Carter,391,57,151,.307,.427
2015,Jose,Altuve,638,33,67,.353,.459
2015,Carlos,Correa,387,40,78,.345,.512
2015,Luis,Valbuena,434,50,106,.310,.438
2015,Preston,Tucker,300,20,68,.297,.437
2015,Jake,Marisnick,339,18,105,.281,.383
2015,George,Springer,388,50,109,.367,.459
2015,Evan,Gattis,566,30,119,.285,.463
2015,Colby,Rasmus,432,47,154,.314,.475
2015,Marwin,Gonzalez,344,16,74,.317,.442
2015,Jed,Lowrie,230,28,43,.312,.400
2015,Hank,Conger,201,23,63,.311,.448
2015,Carlos,Gomez,149,8,31,.288,.383
2015,Jonathan,Villar,116,10,29,.339,.414
2015,Jon,Singleton,47,10,17,.328,.298
2015,Robbie,Grossman,49,5,17,.222,.245
2015,Domingo,Santana,39,2,17,.310,.462
2015,Max,Stassi,15,1,5,.438,.600
2015,L.J.,Hoes,15,1,3,.313,.267
2015,Alex,Presley,12,1,5,.308,.250
2015,Matt,Duffy,8,1,2,.444,.500
2015,Collin,McHugh,8,0,4,.125,.125
2015,Dallas,Keuchel,5,0,4,.200,.200
2015,Brett,Oberholtzer,0,1,0,1.000,0.0
2015,Roberto,Hernandez,2,1,2,.333,.000
2015,Scott,Kazmir,2,0,1,.000,.000
2015,Scott,Feldman,2,0,1,.500,.500
2015,Lance,McCullers,2,0,1,.000,.000
2015,Will,Harris,1,0,1,.000,.000
2015,Pat,Neshek,0,0,0,0.0,0.0
2015,Joe,Thatcher,0,0,0,0.0,0.0
2015,Kevin,Chapman,0,0,0,0.0,0.0
2015,Mike,Fiers,0,0,0,0.0,0.0
2015,Josh,Fields,0,0,0,0.0,0.0
2015,Sam,Deduno,0,0,0,0.0,0.0
2015,Jake,Buchanan,0,0,0,0.0,0.0
2015,Chad,Qualls,0,0,0,0.0,0.0
2015,Vince,Velasquez,0,0,0,0.0,0.0
2015,Tony,Sipp,0,0,0,0.0,0.0
2015,Asher,Wojciechowski,0,0,0,0.0,0.0
2015,Dan,Straily,0,0,0,0.0,0.0
2015,Oliver,Perez,0,0,0,0.0,0.0
2015,Brad,Peacock,0,0,0,0.0,0.0
2015,Michael,Feliz,0,0,0,0.0,0.0
2015,Luke,Gregerson,0,0,0,0.0,0.0
2015,Salvador,Perez,531,13,82,.280,.426
2015,Eric,Hosmer,599,61,108,.363,.459
2015,Omar,Infante,440,9,69,.234,.318
2015,Alcides,Escobar,612,26,75,.293,.320
2015,Mike,Moustakas,549,43,76,.348,.470
2015,Alex,Gordon,354,49,92,.377,.432
2015,Lorenzo,Cain,551,37,98,.361,.477
2015,Alex,Rios,385,15,67,.287,.353
2015,Kendrys,Morales,569,58,103,.362,.485
2015,Ben,Zobrist,232,29,30,.364,.453
2015,Paulo,Orlando,241,5,53,.269,.444
2015,Jarrod,Dyson,200,14,37,.311,.380
2015,Christian,Colon,107,11,17,.356,.336
2015,Drew,Butera,86,6,24,.266,.267
2015,Cheslor,Cuthbert,46,4,9,.280,.370
2015,Jonny,Gomes,30,3,14,.235,.233
2015,Francisco,Pena,7,0,3,.143,.143
2015,Dusty,Coleman,5,0,3,.000,.000
2015,Erik,Kratz,4,0,2,.000,.000
2015,Terrance,Gore,3,0,1,.250,.000
