year,name_first,name_last,ab,bb,so,obp,slg
2013,Edgar,Gonzalez,0,0,0,0.0,0.0
2013,Justin,Germano,0,0,0,0.0,0.0
2013,J.A.,Happ,0,0,0,0.0,0.0
2013,Wilson,Ramos,287,15,42,.307,.470
2013,Adam,LaRoche,511,72,131,.332,.403
2013,Anthony,Rendon,351,31,69,.329,.396
2013,Ian,Desmond,600,43,145,.331,.453
2013,Ryan,Zimmerman,568,60,133,.344,.465
2013,Bryce,Harper,424,61,94,.368,.486
2013,Denard,Span,610,42,77,.327,.380
2013,Jayson,Werth,462,60,101,.398,.532
2013,Steve,Lombardozzi,290,8,34,.278,.338
2013,Kurt,Suzuki,252,20,32,.283,.310
2013,Tyler,Moore,167,8,58,.260,.347
2013,Danny,Espinosa,158,4,47,.193,.272
2013,Roger,Bernadina,152,12,44,.247,.270
2013,Chad,Tracy,129,7,25,.243,.326
2013,Scott,Hairston,58,2,19,.246,.379
2013,Jhonatan,Solano,48,2,7,.180,.188
2013,Jeff,Kobernus,30,5,6,.306,.267
2013,Chris,Marrero,16,0,4,.125,.125
2013,Corey,Brown,12,3,4,.333,.500
2013,Zach,Walters,8,1,0,.444,.625
2013,Eury,Perez,8,0,3,.125,.125
2013,David,DeJesus,3,0,1,.000,.000
2013,Sandy,Leon,1,0,1,.000,.000
2013,Jordan,Zimmermann,65,1,20,.134,.138
2013,Gio,Gonzalez,56,1,16,.121,.161
2013,Stephen,Strasburg,49,2,23,.176,.184
2013,Dan,Haren,47,1,17,.204,.234
2013,Ross,Detwiler,22,1,17,.130,.091
2013,Ross,Ohlendorf,15,1,11,.063,.000
2013,Taylor,Jordan,14,0,3,.143,.143
2013,Tanner,Roark,14,0,5,.286,.357
2013,Craig,Stammen,5,1,2,.167,.000
2013,Nate,Karns,3,0,1,.000,.000
2013,Zach,Duke,1,0,0,1.000,1.000
2013,Ian,Krol,0,0,0,0.0,0.0
2013,Tyler,Clippard,0,0,0,0.0,0.0
2013,Xavier,Cedeno,0,0,0,0.0,0.0
2013,Erik,Davis,0,0,0,0.0,0.0
2013,Fernando,Abad,0,0,0,0.0,0.0
2013,Drew,Storen,0,0,0,0.0,0.0
2013,Ryan,Mattheus,0,0,0,0.0,0.0
2013,Henry,Rodriguez,0,0,0,0.0,0.0
2013,Yunesky,Maya,0,0,0,0.0,0.0
2013,Rafael,Soriano,0,0,0,0.0,0.0
2014,Miguel,Montero,489,56,97,.329,.370
2014,Paul,Goldschmidt,406,64,110,.396,.542
2014,Aaron,Hill,501,28,92,.287,.367
2014,Didi,Gregorius,270,22,52,.290,.363
2014,Martin,Prado,403,23,57,.317,.370
2014,Mark,Trumbo,328,28,89,.293,.415
2014,Ender,Inciarte,418,25,53,.318,.359
2014,Gerardo,Parra,406,24,72,.305,.362
2014,David,Peralta,329,16,60,.320,.450
2014,Chris,Owings,310,16,67,.300,.406
2014,A.J.,Pollock,265,19,46,.353,.498
2014,Cody,Ross,202,15,44,.306,.322
2014,Cliff,Pennington,177,20,36,.340,.350
2014,Jake,Lamb,126,6,37,.263,.373
2014,Tuffy,Gosewisch,129,3,24,.242,.310
2014,Alfredo,Marte,106,6,34,.221,.292
2014,Jordan,Pacheco,81,3,12,.298,.321
2014,Eric,Chavez,69,11,19,.346,.449
2014,Nick,Ahmed,70,3,10,.233,.271
2014,Tony,Campana,60,0,10,.164,.200
2014,Roger,Kieschnick,41,0,16,.195,.293
2014,Nick,Evans,22,1,10,.304,.636
2014,Xavier,Paul,20,1,8,.143,.100
2014,Nolan,Reimold,17,0,10,.278,.529
2014,Andy,Marte,16,0,3,.188,.375
2014,Brett,Jackson,4,1,1,.200,.000
2014,Bobby,Wilson,4,0,0,.250,.250
2014,Wade,Miley,57,3,14,.200,.158
2014,Josh,Collmenter,54,3,15,.158,.148
2014,Chase,Anderson,34,0,14,.057,.029
2014,Brandon,McCarthy,29,0,11,.138,.138
2014,Bronson,Arroyo,27,0,12,.222,.222
2014,Trevor,Cahill,24,1,5,.120,.125
2014,Vidal,Nuno,18,0,8,.105,.056
2014,Mike,Bolsinger,19,0,7,.105,.105
2014,Randall,Delgado,9,0,4,.111,.111
2014,Zeke,Spruill,5,0,1,.200,.400
2014,Eury,De,2,0,2,.000,.000
2014,Andrew,Chafin,2,0,1,.500,.500
2014,Ryan,Rowland-Smith,1,0,1,.000,.000
2014,Bo,Schultz,1,0,0,.000,.000
2014,Brad,Ziegler,1,0,1,.000,.000
2014,Addison,Reed,0,0,0,0.0,0.0
2014,Joe,Thatcher,0,0,0,0.0,0.0
2014,Will,Harris,0,0,0,0.0,0.0
2014,Daniel,Hudson,0,0,0,0.0,0.0
2014,Oliver,Perez,0,0,0,0.0,0.0
2014,J.J.,Putz,0,0,0,0.0,0.0
2014,Matt,Stites,0,0,0,0.0,0.0
2014,Bradin,Hagens,0,0,0,0.0,0.0
2014,Evan,Marshall,0,0,0,0.0,0.0
2014,Joe,Paterson,0,0,0,0.0,0.0
2014,Evan,Gattis,369,22,97,.317,.493
2014,Freddie,Freeman,607,90,145,.386,.461
2014,Tommy,La,319,36,40,.328,.317
2014,Andrelton,Simmons,540,32,60,.286,.331
2014,Chris,Johnson,582,23,159,.292,.361
2014,Justin,Upton,566,60,171,.342,.491
2014,Melvin,Upton,519,57,173,.287,.333
2014,Jason,Heyward,573,67,98,.351,.384
2014,Gerald,Laird,152,14,33,.275,.257
2014,Ryan,Doumit,157,7,49,.235,.318
2014,Ramiro,Pena,147,13,38,.304,.347
2014,Dan,Uggla,130,10,40,.241,.231
2014,Philip,Gosselin,128,5,27,.304,.320
2014,Emilio,Bonifacio,118,10,36,.273,.280
2014,Christian,Bethancourt,113,3,26,.274,.274
2014,Jordan,Schafer,80,10,20,.256,.213
2014,Tyler,Pastornicky,40,6,11,.304,.250
2014,Joey,Terdoslavich,10,0,3,.364,.500
2014,Jose,Constanza,4,0,1,.000,.000
2014,Julio,Teheran,66,1,21,.132,.121
2014,Ervin,Santana,63,2,28,.138,.127
2014,Aaron,Harang,61,1,29,.097,.082
2014,Mike,Minor,45,1,16,.174,.244
2014,Alex,Wood,41,2,28,.116,.073
2014,David,Hale,17,0,8,.056,.059
2014,Gavin,Floyd,18,0,12,.111,.111
2014,James,Russell,2,0,0,.000,.000
2014,Luis,Avilan,0,0,0,0.0,0.0
2014,Gus,Schlosser,1,0,0,1.000,1.000
2014,Anthony,Varvaro,0,0,0,0.0,0.0
2014,David,Carpenter,0,0,0,0.0,0.0
2014,Jordan,Walden,0,0,0,0.0,0.0
2014,Craig,Kimbrel,0,0,0,0.0,0.0
2014,Ryan,Buchter,0,0,0,0.0,0.0
2014,Ian,Thomas,0,0,0,0.0,0.0
2014,Pedro,Beato,0,0,0,0.0,0.0
2014,Juan,Jaime,0,0,0,0.0,0.0
2014,Shae,Simmons,0,0,0,0.0,0.0
2014,Chasen,Shreve,0,0,0,0.0,0.0
2014,Caleb,Joseph,246,17,69,.264,.354
2014,Chris,Davis,450,60,173,.300,.404
2014,Jonathan,Schoop,455,13,122,.244,.354
2014,J.J.,Hardy,529,29,104,.309,.372
2014,Manny,Machado,327,20,68,.324,.431
2014,David,Lough,174,15,33,.309,.385
2014,Adam,Jones,644,19,133,.311,.469
2014,Nick,Markakis,642,62,84,.342,.386
2014,Nelson,Cruz,613,55,140,.333,.525
2014,Steve,Pearce,338,40,76,.373,.556
2014,Ryan,Flaherty,281,22,68,.288,.356
2014,Delmon,Young,242,10,51,.337,.442
2014,Nick,Hundley,159,10,50,.273,.352
2014,Matt,Wieters,104,6,19,.339,.500
2014,Steve,Clevenger,89,8,19,.289,.337
2014,Alejandro,De,82,6,19,.341,.537
2014,Steve,Lombardozzi,73,0,14,.297,.329
2014,Jimmy,Paredes,53,2,13,.327,.491
2014,Kelly,Johnson,39,6,11,.333,.410
2014,Christian,Walker,18,1,9,.211,.389
2014,Jemile,Weeks,11,0,0,.273,.455
2014,Alexi,Casilla,4,0,1,.000,.000
2014,Cord,Phelps,3,0,0,.000,.000
2014,Quintin,Berry,2,0,1,.000,.000
2014,Miguel,Gonzalez,5,0,2,.000,.000
2014,Chris,Tillman,4,0,2,.000,.000
2014,Bud,Norris,3,0,1,.333,.333
2014,Kevin,Gausman,3,0,2,.000,.000
2014,Brad,Brach,1,0,0,.000,.000
2014,Wei-Yin,Chen,1,0,1,.000,.000
2014,T.J.,McFarland,0,0,0,0.0,0.0
2014,Ubaldo,Jimenez,1,0,0,.000,.000
2014,Ramon,Ramirez,0,0,0,0.0,0.0
2014,Zach,Britton,0,0,0,0.0,0.0
2014,Andrew,Miller,0,0,0,0.0,0.0
2014,Brian,Matusz,0,0,0,0.0,0.0
2014,Preston,Guilmet,0,0,0,0.0,0.0
2014,Joe,Saunders,0,0,0,0.0,0.0
2014,Tommy,Hunter,0,0,0,0.0,0.0
2014,Josh,Stinson,0,0,0,0.0,0.0
2014,Evan,Meek,0,0,0,0.0,0.0
2014,Ryan,Webb,0,0,0,0.0,0.0
2014,Darren,O'Day,0,0,0,0.0,0.0
2014,Troy,Patton,0,0,0,0.0,0.0
2014,A.J.,Pierzynski,256,9,40,.286,.348
2014,Mike,Napoli,415,78,133,.370,.419
2014,Dustin,Pedroia,551,51,75,.337,.376
2014,Xander,Bogaerts,538,39,138,.297,.362
2014,Will,Middlebrooks,215,15,70,.256,.265
2014,Jonny,Gomes,209,26,70,.329,.354
2014,Jackie,Bradley,384,31,121,.265,.266
2014,Daniel,Nava,363,33,81,.346,.361
2014,David,Ortiz,518,75,95,.355,.517
2014,Brock,Holt,449,33,98,.331,.381
2014,Yoenis,Cespedes,201,7,48,.296,.423
2014,Mookie,Betts,189,21,31,.368,.444
2014,Grady,Sizemore,185,19,41,.288,.324
2014,Christian,Vazquez,175,19,33,.308,.309
2014,David,Ross,152,16,58,.260,.368
2014,Stephen,Drew,131,14,39,.255,.328
2014,Shane,Victorino,123,6,21,.303,.382
2014,Allen,Craig,94,9,36,.234,.191
2014,Jonathan,Herrera,90,7,24,.307,.289
2014,Mike,Carp,86,11,17,.320,.279
2014,Rusney,Castillo,36,3,6,.400,.528
2014,Garin,Cecchini,31,3,11,.361,.452
2014,Jemile,Weeks,26,4,2,.406,.423
2014,Bryce,Brentz,26,0,9,.308,.385
2014,Kelly,Johnson,25,0,10,.160,.200
2014,Ryan,Roberts,19,3,7,.227,.105
2014,Dan,Butler,19,1,5,.250,.368
2014,Ryan,Lavarnway,10,0,3,.000,.000
2014,Alex,Hassan,8,1,5,.222,.125
2014,Carlos,Rivero,7,1,0,.625,1.286
2014,Corey,Brown,1,0,1,.000,.000
2014,Anthony,Ranaudo,5,0,3,.000,.000
2014,Brandon,Workman,3,0,3,.000,.000
2014,Joe,Kelly,4,0,1,.500,.500
2014,Jon,Lester,3,0,2,.000,.000
2014,Clay,Buchholz,2,0,0,.500,.500
2014,Rubby,De,2,0,0,.000,.000
2014,Craig,Breslow,0,0,0,0.0,0.0
2014,Tommy,Layne,0,0,0,0.0,0.0
2014,Burke,Badenhop,0,0,0,0.0,0.0
2014,Steven,Wright,0,0,0,0.0,0.0
2014,Andrew,Miller,0,0,0,0.0,0.0
2014,Edward,Mujica,0,0,0,0.0,0.0
2014,Koji,Uehara,0,0,0,0.0,0.0
2014,Felix,Doubront,0,0,0,0.0,0.0
2014,Chris,Capuano,0,0,0,0.0,0.0
2014,Jake,Peavy,0,0,0,0.0,0.0
2014,Junichi,Tazawa,0,0,0,0.0,0.0
2014,Heath,Hembree,0,0,0,0.0,0.0
2014,Alex,Wilson,0,0,0,0.0,0.0
2014,Allen,Webster,0,0,0,0.0,0.0
2014,Matt,Barnes,0,0,0,0.0,0.0
2014,Edwin,Escobar,0,0,0,0.0,0.0
2014,John,Lackey,0,0,0,0.0,0.0
2014,Drake,Britton,0,0,0,0.0,0.0
2014,Welington,Castillo,380,26,102,.296,.389
2014,Anthony,Rizzo,524,73,116,.386,.527
2014,Darwin,Barney,204,9,31,.265,.328
2014,Starlin,Castro,528,35,100,.339,.438
2014,Luis,Valbuena,478,65,113,.341,.435
2014,Chris,Coghlan,385,39,81,.352,.452
2014,Arismendy,Alcantara,278,17,93,.254,.367
2014,Nate,Schierholtz,313,18,76,.240,.300
2014,Junior,Lake,308,14,110,.246,.351
2014,Emilio,Bonifacio,276,16,49,.318,.373
2014,Mike,Olt,225,25,100,.248,.356
2014,Justin,Ruggiano,224,18,70,.337,.429
2014,Javier,Baez,213,15,95,.227,.324
2014,Ryan,Sweeney,207,15,33,.304,.338
2014,John,Baker,182,19,58,.273,.231
2014,Chris,Valaika,121,7,35,.282,.339
2014,Ryan,Kalish,121,8,28,.295,.347
2014,Jorge,Soler,89,6,24,.330,.573
2014,Logan,Watkins,65,1,16,.269,.338
2014,Matt,Szczur,62,4,11,.273,.355
2014,Eli,Whiteside,25,0,8,.115,.160
2014,Rafael,Lopez,11,2,4,.286,.182
2014,Travis,Wood,56,1,17,.271,.429
2014,Jake,Arrieta,39,2,16,.220,.282
2014,Edwin,Jackson,40,0,21,.175,.225
2014,Jason,Hammel,35,1,14,.167,.143
2014,Jeff,Samardzija,34,0,10,.167,.265
2014,Kyle,Hendricks,24,3,11,.222,.125
2014,Tsuyoshi,Wada,20,1,10,.095,.050
2014,Carlos,Villanueva,10,0,6,.000,.000
2014,Jacob,Turner,10,0,7,.100,.100
2014,Felix,Doubront,7,1,5,.250,.143
2014,Eric,Jokisch,3,0,1,.000,.000
2014,Dallas,Beeler,4,0,2,.250,.250
2014,Chris,Rusin,3,0,1,.000,.000
2014,Justin,Grimm,2,0,2,.000,.000
2014,Dan,Straily,1,1,1,.500,.000
2014,Brian,Schlitter,1,0,0,1.000,1.000
2014,Neil,Ramirez,0,0,0,0.0,0.0
2014,Wesley,Wright,0,0,0,0.0,0.0
2014,James,Russell,0,0,0,0.0,0.0
2014,Zac,Rosscup,0,0,0,0.0,0.0
2014,Arodys,Vizcaino,0,0,0,0.0,0.0
2014,Kyuji,Fujikawa,0,0,0,0.0,0.0
2014,Blake,Parker,0,0,0,0.0,0.0
2014,Jose,Veras,0,0,0,0.0,0.0
2014,Pedro,Strop,0,0,0,0.0,0.0
2014,Hector,Rondon,0,0,0,0.0,0.0
2014,Tyler,Flowers,407,25,159,.297,.396
2014,Jose,Abreu,556,51,131,.383,.581
2014,Gordon,Beckham,390,19,70,.263,.336
2014,Alexei,Ramirez,622,24,81,.305,.408
2014,Conor,Gillaspie,464,36,78,.336,.416
2014,Alejandro,De,395,33,100,.309,.354
2014,Adam,Eaton,486,43,83,.362,.401
2014,Dayan,Viciedo,523,32,122,.281,.405
2014,Adam,Dunn,363,65,132,.340,.433
2014,Marcus,Semien,231,21,70,.300,.372
2014,Paul,Konerko,208,10,51,.254,.317
2014,Avisail,Garcia,172,14,44,.305,.413
2014,Leury,Garcia,145,5,48,.192,.207
2014,Moises,Sierra,127,7,34,.311,.417
2014,Jordan,Danks,117,14,46,.303,.291
2014,Adrian,Nieto,106,8,38,.296,.340
2014,Carlos,Sanchez,100,3,25,.269,.300
2014,Andy,Wilkins,43,2,22,.178,.186
2014,Josh,Phegley,37,0,11,.211,.514
2014,Michael,Taylor,28,5,9,.364,.286
2014,Jose,Quintana,9,0,4,.000,.000
2014,Hector,Noesi,4,0,1,.000,.000
2014,Erik,Johnson,3,0,0,.000,.000
2014,John,Danks,3,0,1,.333,.333
2014,Chris,Sale,3,0,2,.000,.000
2014,Felipe,Paulino,1,0,0,.000,.000
2014,Eric,Surkamp,0,0,0,0.0,0.0
2014,Javy,Guerra,0,0,0,0.0,0.0
2014,Matt,Lindstrom,0,0,0,0.0,0.0
2014,Zach,Putnam,0,0,0,0.0,0.0
2014,Andre,Rienzo,0,0,0,0.0,0.0
2014,Frank,Francisco,0,0,0,0.0,0.0
2014,Charles,Leesman,0,0,0,0.0,0.0
2014,Scott,Carroll,0,0,0,0.0,0.0
2014,Daniel,Webb,0,0,0,0.0,0.0
2014,Jake,Petricka,0,0,0,0.0,0.0
2014,Scott,Downs,0,0,0,0.0,0.0
2014,Taylor,Thompson,0,0,0,0.0,0.0
2014,Nate,Jones,0,0,0,0.0,0.0
2014,Chris,Bassitt,0,0,0,0.0,0.0
2014,Ronald,Belisario,0,0,0,0.0,0.0
2014,Maikel,Cleto,0,0,0,0.0,0.0
2014,Scott,Snodgress,0,0,0,0.0,0.0
2014,Donnie,Veal,0,0,0,0.0,0.0
2014,Devin,Mesoraco,384,41,103,.359,.534
2014,Joey,Votto,220,47,49,.390,.409
2014,Brandon,Phillips,462,23,74,.306,.372
2014,Zack,Cozart,506,25,79,.268,.300
2014,Todd,Frazier,597,52,139,.336,.459
2014,Ryan,Ludwick,357,31,94,.308,.375
2014,Billy,Hamilton,563,34,117,.292,.355
2014,Jay,Bruce,493,44,149,.281,.373
2014,Brayan,Pena,348,20,42,.291,.353
2014,Chris,Heisey,275,15,64,.265,.378
2014,Skip,Schumaker,247,18,50,.287,.308
2014,Ramon,Santiago,179,24,38,.343,.324
2014,Kristopher,Negron,144,12,40,.331,.479
2014,Roger,Bernadina,59,10,16,.286,.203
2014,Tucker,Barnhart,54,4,10,.241,.241
2014,Donald,Lutz,51,3,19,.222,.255
2014,Jack,Hannahan,48,2,17,.220,.250
2014,Jason,Bourgeois,33,1,6,.265,.303
2014,Neftali,Soto,30,0,8,.097,.133
2014,Yorman,Rodriguez,27,1,12,.276,.222
2014,Jake,Elmore,11,1,4,.250,.182
2014,Johnny,Cueto,68,2,20,.157,.132
2014,Mike,Leake,68,0,34,.188,.338
2014,Alfredo,Simon,59,1,21,.133,.169
2014,Homer,Bailey,41,2,18,.186,.146
2014,Mat,Latos,30,1,12,.129,.100
2014,Tony,Cingrani,21,0,5,.143,.143
2014,David,Holmberg,5,0,2,.000,.000
2014,Daniel,Corcino,3,0,0,.333,.333
2014,Dylan,Axelrod,4,0,4,.000,.000
2014,Logan,Ondrusek,3,0,3,.000,.000
2014,Pedro,Villarreal,2,0,1,.500,.500
2014,J.J.,Hoover,0,1,0,1.000,0.0
2014,Jeff,Francis,1,0,1,.000,.000
2014,Nick,Christiani,1,0,0,.000,.000
2014,Carlos,Contreras,1,0,1,.000,.000
2014,Ryan,Dennick,0,0,0,0.0,0.0
2014,Jumbo,Diaz,0,0,0,0.0,0.0
2014,Sam,LeCure,0,0,0,0.0,0.0
2014,Aroldis,Chapman,0,0,0,0.0,0.0
2014,Trevor,Bell,0,0,0,0.0,0.0
2014,Curtis,Partch,0,0,0,0.0,0.0
2014,Sean,Marshall,0,0,0,0.0,0.0
2014,Manny,Parra,0,0,0,0.0,0.0
2014,Jonathan,Broxton,0,0,0,0.0,0.0
2014,Yan,Gomes,485,24,120,.313,.472
2014,Carlos,Santana,541,113,124,.365,.427
2014,Jason,Kipnis,500,50,100,.310,.330
2014,Asdrubal,Cabrera,378,27,79,.305,.386
2014,Lonnie,Chisenhall,478,39,99,.343,.427
2014,Michael,Brantley,611,52,56,.385,.506
2014,Michael,Bourn,444,35,114,.314,.360
2014,David,Murphy,416,36,61,.319,.385
2014,Nick,Swisher,360,36,111,.278,.331
2014,Mike,Aviles,344,13,49,.273,.343
2014,Jose,Ramirez,237,13,35,.300,.346
2014,Ryan,Raburn,195,13,51,.250,.297
2014,Chris,Dickerson,98,12,38,.309,.327
2014,Roberto,Perez,85,5,26,.311,.365
2014,Zach,Walters,88,5,32,.223,.432
2014,Tyler,Holt,71,3,25,.307,.296
2014,Jason,Giambi,60,9,12,.257,.267
2014,Nyjer,Morgan,41,7,6,.429,.439
2014,Jesus,Aguilar,33,4,13,.211,.121
2014,George,Kottaras,21,4,11,.385,.714
2014,J.B.,Shuck,26,0,1,.077,.077
2014,Justin,Sellers,16,3,4,.316,.188
2014,Elliot,Johnson,19,0,7,.105,.211
2014,Chris,Gimenez,9,1,3,.100,.000
2014,Corey,Kluber,5,0,2,.200,.200
2014,Justin,Masterson,3,0,1,.000,.000
2014,Danny,Salazar,3,0,3,.000,.000
2014,Carlos,Carrasco,2,0,2,.000,.000
2014,T.J.,House,2,0,2,.000,.000
2014,Zach,McAllister,2,0,0,.500,.500
2014,Trevor,Bauer,2,0,2,.000,.000
2014,Josh,Outman,0,0,0,0.0,0.0
2014,C.C.,Lee,0,0,0,0.0,0.0
2014,John,Axford,0,0,0,0.0,0.0
2014,Kyle,Crockett,0,0,0,0.0,0.0
2014,Nick,Hagadone,0,0,0,0.0,0.0
2014,Cody,Allen,0,0,0,0.0,0.0
2014,Josh,Tomlin,0,0,0,0.0,0.0
2014,Austin,Adams,0,0,0,0.0,0.0
2014,Scott,Atchison,0,0,0,0.0,0.0
2014,Bryan,Shaw,0,0,0,0.0,0.0
2014,Vinnie,Pestano,0,0,0,0.0,0.0
2014,Blake,Wood,0,0,0,0.0,0.0
2014,Bryan,Price,0,0,0,0.0,0.0
2014,Marc,Rzepczynski,0,0,0,0.0,0.0
2014,Mark,Lowe,0,0,0,0.0,0.0
2014,Wilin,Rosario,382,23,70,.305,.435
2014,Justin,Morneau,502,34,60,.364,.496
2014,DJ,LeMahieu,494,33,97,.315,.348
2014,Troy,Tulowitzki,315,50,57,.432,.603
2014,Nolan,Arenado,432,25,58,.328,.500
2014,Corey,Dickerson,436,37,101,.364,.567
2014,Drew,Stubbs,388,30,136,.339,.482
2014,Charlie,Blackmon,593,31,96,.335,.440
2014,Josh,Rutledge,309,20,83,.323,.405
2014,Brandon,Barnes,292,15,100,.293,.425
2014,Carlos,Gonzalez,260,19,70,.292,.431
2014,Charlie,Culberson,210,12,62,.253,.290
2014,Michael,Cuddyer,190,14,30,.376,.579
2014,Michael,McKenry,168,22,42,.398,.512
2014,Jordan,Pacheco,72,6,15,.300,.347
2014,Rafael,Ynoa,67,4,9,.380,.463
2014,Ben,Paulsen,63,2,19,.348,.571
2014,Ryan,Wheeler,56,5,12,.281,.375
2014,Matt,McBride,31,2,12,.294,.484
2014,Kyle,Parker,26,0,14,.192,.231
2014,Jackson,Williams,14,2,4,.313,.429
2014,Cristhian,Adames,15,0,5,.067,.067
2014,Jason,Pridie,4,0,2,.000,.000
2014,Jorge,De,60,1,26,.164,.150
2014,Jordan,Lyles,48,3,21,.235,.313
2014,Tyler,Matzek,38,2,13,.225,.211
2014,Franklin,Morales,30,3,15,.182,.100
2014,Juan,Nicasio,24,0,13,.080,.083
2014,Christian,Bergman,19,0,6,.053,.053
2014,Yohan,Flande,12,1,6,.154,.083
2014,Jhoulys,Chacin,15,1,4,.375,.400
2014,Brett,Anderson,14,0,7,.143,.286
2014,Tyler,Chatwood,10,0,5,.100,.100
2014,Eddie,Butler,6,0,3,.000,.000
2014,Christian,Friedrich,5,0,2,.200,.200
2014,Tommy,Kahnle,3,0,1,.000,.000
2014,Chad,Bettis,3,0,1,.000,.000
2014,Pedro,Hernandez,2,0,2,.000,.000
2014,Jair,Jurrjens,1,0,0,.000,.000
2014,Matt,Belisle,1,0,0,.000,.000
2014,Brooks,Brown,1,0,1,.000,.000
2014,LaTroy,Hawkins,1,0,1,.000,.000
2014,Wilton,Lopez,0,0,0,0.0,0.0
2014,Boone,Logan,0,0,0,0.0,0.0
2014,Rex,Brothers,0,0,0,0.0,0.0
2014,Rob,Scahill,0,0,0,0.0,0.0
2014,Nick,Masset,0,0,0,0.0,0.0
2014,Chris,Martin,0,0,0,0.0,0.0
2014,Adam,Ottavino,0,0,0,0.0,0.0
2014,Alex,Avila,390,61,151,.327,.359
2014,Miguel,Cabrera,611,60,117,.371,.524
2014,Ian,Kinsler,684,29,79,.307,.420
2014,Andrew,Romine,251,18,60,.279,.275
2014,Nick,Castellanos,533,36,140,.306,.394
2014,J.D.,Martinez,441,30,126,.358,.553
2014,Austin,Jackson,374,35,85,.332,.398
2014,Torii,Hunter,549,23,89,.319,.446
2014,Victor,Martinez,561,70,42,.409,.565
2014,Rajai,Davis,461,22,75,.320,.401
2014,Eugenio,Suarez,244,22,67,.316,.336
2014,Don,Kelly,163,20,29,.332,.288
2014,Bryan,Holaday,156,8,37,.266,.276
2014,Ezequiel,Carrera,69,3,14,.301,.348
2014,Danny,Worth,42,2,12,.217,.190
2014,Alex,Gonzalez,30,2,4,.219,.233
2014,Tyler,Collins,24,1,4,.280,.375
2014,James,McCann,12,0,2,.250,.333
2014,Steven,Moya,8,0,2,.375,.375
2014,Hernan,Perez,5,1,1,.333,.200
2014,Justin,Verlander,6,0,0,.333,.333
2014,Rick,Porcello,4,0,2,.000,.000
2014,Anibal,Sanchez,5,0,3,.200,.400
2014,Max,Scherzer,2,0,1,.000,.000
2014,Robbie,Ray,2,0,0,.500,.500
2014,Ian,Krol,1,0,0,.000,.000
2014,Joba,Chamberlain,1,0,1,.000,.000
2014,Drew,Smyly,1,0,1,.000,.000
2014,Jim,Johnson,0,0,0,0.0,0.0
2014,Corey,Knebel,0,0,0,0.0,0.0
2014,Evan,Reed,0,0,0,0.0,0.0
2014,Joakim,Soria,0,0,0,0.0,0.0
2014,Melvin,Mercedes,0,0,0,0.0,0.0
2014,Jose,Ortega,0,0,0,0.0,0.0
2014,Buck,Farmer,0,0,0,0.0,0.0
2014,Phil,Coke,0,0,0,0.0,0.0
2014,Luke,Putkonen,0,0,0,0.0,0.0
2014,Kyle,Ryan,0,0,0,0.0,0.0
2014,Justin,Miller,0,0,0,0.0,0.0
2014,Joe,Nathan,0,0,0,0.0,0.0
2014,Drew,VerHagen,0,0,0,0.0,0.0
2014,David,Price,0,0,0,0.0,0.0
2014,Kevin,Whelan,0,0,0,0.0,0.0
2014,Kyle,Lobstein,0,0,0,0.0,0.0
2014,Blaine,Hardy,0,0,0,0.0,0.0
2014,Al,Alburquerque,0,0,0,0.0,0.0
2014,Chad,Smith,0,0,0,0.0,0.0
2014,Pat,McCoy,0,0,0,0.0,0.0
2014,Jason,Castro,465,34,151,.286,.366
2014,Jon,Singleton,310,50,134,.285,.335
2014,Jose,Altuve,660,36,53,.377,.453
2014,Jonathan,Villar,263,19,80,.267,.354
2014,Matt,Dominguez,564,29,125,.256,.330
2014,Robbie,Grossman,360,55,105,.337,.333
2014,Dexter,Fowler,434,66,108,.375,.399
2014,George,Springer,295,39,114,.336,.468
2014,Chris,Carter,507,56,182,.308,.491
2014,Marwin,Gonzalez,285,17,58,.327,.400
2014,Alex,Presley,254,13,44,.281,.346
2014,Marc,Krauss,186,21,54,.279,.323
2014,Carlos,Corporan,170,14,37,.302,.376
2014,Jake,Marisnick,173,5,48,.299,.370
2014,Jesus,Guzman,165,19,52,.272,.248
2014,L.J.,Hoes,122,10,31,.230,.287
2014,Gregorio,Petit,97,1,25,.300,.423
2014,Enrique,Hernandez,81,8,11,.348,.420
2014,Max,Stassi,20,0,6,.350,.450
2014,Domingo,Santana,17,1,14,.056,.000
2014,Brad,Peacock,5,0,5,.000,.000
2014,Dallas,Keuchel,3,1,2,.250,.000
2014,Collin,McHugh,2,0,0,.000,.000
2014,Jarred,Cosart,3,0,0,.000,.000
2014,Scott,Feldman,2,0,2,.000,.000
2014,Nick,Tropeano,1,1,0,.500,.000
2014,Sam,Deduno,1,0,0,1.000,2.000
2014,Jake,Buchanan,1,0,0,.000,.000
2014,Josh,Zeid,1,0,1,.000,.000
2014,David,Martinez,0,0,0,0.0,0.0
2014,Paul,Clemens,0,0,0,0.0,0.0
2014,Anthony,Bass,0,0,0,0.0,0.0
2014,Brett,Oberholtzer,0,0,0,0.0,0.0
2014,Kevin,Chapman,0,0,0,0.0,0.0
2014,Josh,Fields,0,0,0,0.0,0.0
2014,Jorge,De,0,0,0,0.0,0.0
2014,Rudy,Owens,0,0,0,0.0,0.0
2014,Kyle,Farnsworth,0,0,0,0.0,0.0
2014,Chad,Qualls,0,0,0,0.0,0.0
2014,Tony,Sipp,0,0,0,0.0,0.0
