pitcher_id,game_id,StartVsRelief,pitch_count
572070,gid_2016_04_04_chnmlb_anamlb_1,Starter,97
572070,gid_2016_04_09_texmlb_anamlb_1,Starter,102
572070,gid_2016_04_15_anamlb_minmlb_1,Starter,104
572070,gid_2016_04_20_anamlb_chamlb_1,Starter,118
572070,gid_2016_04_25_kcamlb_anamlb_1,Starter,115
572096,gid_2016_04_05_slnmlb_pitmlb_1,Reliever,11
572096,gid_2016_04_08_slnmlb_atlmlb_1,Reliever,14
572096,gid_2016_04_10_slnmlb_atlmlb_1,Reliever,30
572096,gid_2016_04_13_milmlb_slnmlb_1,Reliever,33
572096,gid_2016_04_17_cinmlb_slnmlb_1,Reliever,12
572096,gid_2016_04_20_chnmlb_slnmlb_1,Reliever,13
572096,gid_2016_04_24_slnmlb_sdnmlb_1,Reliever,34
572096,gid_2016_04_30_wasmlb_slnmlb_1,Reliever,9
572102,gid_2016_04_07_phimlb_cinmlb_1,Reliever,24
572102,gid_2016_04_13_cinmlb_chnmlb_1,Reliever,45
572193,gid_2016_04_27_chamlb_tormlb_1,Reliever,22
572362,gid_2016_04_08_sdnmlb_colmlb_1,Starter,41
572362,gid_2016_04_12_sdnmlb_phimlb_1,Starter,80
572362,gid_2016_04_17_arimlb_sdnmlb_1,Starter,83
572403,gid_2016_04_05_detmlb_miamlb_1,Reliever,18
572403,gid_2016_04_06_detmlb_miamlb_1,Reliever,9
572403,gid_2016_04_09_nyamlb_detmlb_1,Reliever,12
572403,gid_2016_04_11_pitmlb_detmlb_1,Reliever,11
572403,gid_2016_04_12_pitmlb_detmlb_1,Reliever,15
572403,gid_2016_04_14_detmlb_pitmlb_1,Reliever,27
572403,gid_2016_04_17_detmlb_houmlb_1,Reliever,7
572403,gid_2016_04_19_detmlb_kcamlb_1,Reliever,17
572403,gid_2016_04_22_clemlb_detmlb_1,Reliever,13
572403,gid_2016_04_24_clemlb_detmlb_1,Reliever,36
572403,gid_2016_04_27_oakmlb_detmlb_1,Reliever,18
572403,gid_2016_04_29_detmlb_minmlb_1,Reliever,15
572750,gid_2016_04_27_pitmlb_colmlb_1,Reliever,41
572788,gid_2016_04_09_houmlb_milmlb_1,Reliever,13
572788,gid_2016_04_11_milmlb_slnmlb_1,Reliever,35
572788,gid_2016_04_17_milmlb_pitmlb_1,Reliever,12
572788,gid_2016_04_18_milmlb_minmlb_1,Reliever,3
572788,gid_2016_04_20_minmlb_milmlb_1,Reliever,20
572888,gid_2016_04_05_detmlb_miamlb_1,Starter,15
572888,gid_2016_04_13_detmlb_pitmlb_1,Starter,97
572888,gid_2016_04_19_detmlb_kcamlb_1,Starter,85
572888,gid_2016_04_24_clemlb_detmlb_1,Starter,52
572971,gid_2016_04_05_houmlb_nyamlb_1,Starter,106
572971,gid_2016_04_10_houmlb_milmlb_1,Starter,110
572971,gid_2016_04_15_detmlb_houmlb_1,Starter,108
572971,gid_2016_04_21_houmlb_texmlb_1,Starter,99
572971,gid_2016_04_26_houmlb_seamlb_1,Starter,106
572990,gid_2016_04_26_bosmlb_atlmlb_1,Reliever,16
573046,gid_2016_04_04_chnmlb_anamlb_1,Reliever,10
573046,gid_2016_04_05_chnmlb_anamlb_1,Reliever,9
573046,gid_2016_04_08_texmlb_anamlb_1,Reliever,28
573046,gid_2016_04_09_texmlb_anamlb_1,Reliever,13
573046,gid_2016_04_12_anamlb_oakmlb_1,Reliever,5
573046,gid_2016_04_15_anamlb_minmlb_1,Reliever,10
573046,gid_2016_04_17_anamlb_minmlb_1,Reliever,11
573046,gid_2016_04_18_anamlb_chamlb_1,Reliever,6
573046,gid_2016_04_20_anamlb_chamlb_1,Reliever,18
573046,gid_2016_04_23_seamlb_anamlb_1,Reliever,2
573046,gid_2016_04_24_seamlb_anamlb_1,Reliever,5
573046,gid_2016_04_26_kcamlb_anamlb_1,Reliever,11
573046,gid_2016_04_30_anamlb_texmlb_1,Reliever,8
573064,gid_2016_04_09_oakmlb_seamlb_1,Reliever,13
573064,gid_2016_04_12_texmlb_seamlb_1,Reliever,18
573064,gid_2016_04_13_texmlb_seamlb_1,Reliever,9
573064,gid_2016_04_15_seamlb_nyamlb_1,Reliever,16
573064,gid_2016_04_16_seamlb_nyamlb_1,Reliever,18
573064,gid_2016_04_23_seamlb_anamlb_1,Reliever,5
573064,gid_2016_04_27_houmlb_seamlb_1,Reliever,19
573109,gid_2016_04_05_detmlb_miamlb_1,Reliever,26
573109,gid_2016_04_07_miamlb_wasmlb_1,Reliever,13
573109,gid_2016_04_12_miamlb_nynmlb_1,Reliever,13
573109,gid_2016_04_17_atlmlb_miamlb_1,Reliever,14
573109,gid_2016_04_21_wasmlb_miamlb_1,Reliever,6
573109,gid_2016_04_24_miamlb_sfnmlb_1,Reliever,20
573109,gid_2016_04_25_miamlb_lanmlb_1,Reliever,20
573109,gid_2016_04_26_miamlb_lanmlb_1,Reliever,12
573109,gid_2016_04_28_miamlb_lanmlb_1,Reliever,17
573109,gid_2016_04_29_miamlb_milmlb_1,Reliever,17
573124,gid_2016_04_14_chamlb_minmlb_1,Reliever,11
573185,gid_2016_04_10_pitmlb_cinmlb_1,Starter,56
573185,gid_2016_04_13_cinmlb_chnmlb_1,Starter,48
573185,gid_2016_04_15_cinmlb_slnmlb_1,Starter,39
573185,gid_2016_04_18_colmlb_cinmlb_1,Starter,76
573185,gid_2016_04_23_chnmlb_cinmlb_1,Starter,97
573185,gid_2016_04_29_cinmlb_pitmlb_1,Starter,91
573186,gid_2016_04_03_tormlb_tbamlb_1,Starter,98
573186,gid_2016_04_08_bosmlb_tormlb_1,Starter,92
573186,gid_2016_04_14_nyamlb_tormlb_1,Starter,106
573186,gid_2016_04_19_tormlb_balmlb_1,Starter,101
573186,gid_2016_04_25_chamlb_tormlb_1,Starter,95
580792,gid_2016_04_24_tbamlb_nyamlb_1,Reliever,33
580792,gid_2016_04_30_nyamlb_bosmlb_1,Reliever,38
592091,gid_2016_04_09_texmlb_anamlb_1,Reliever,11
592102,gid_2016_04_06_bosmlb_clemlb_1,Reliever,10
592102,gid_2016_04_12_clemlb_tbamlb_1,Reliever,12
592102,gid_2016_04_13_clemlb_tbamlb_1,Reliever,19
592102,gid_2016_04_16_nynmlb_clemlb_1,Reliever,23
592102,gid_2016_04_19_seamlb_clemlb_1,Reliever,13
592102,gid_2016_04_21_seamlb_clemlb_1,Reliever,30
592102,gid_2016_04_22_clemlb_detmlb_1,Reliever,11
592102,gid_2016_04_24_clemlb_detmlb_1,Reliever,15
592102,gid_2016_04_26_clemlb_minmlb_1,Reliever,16
592102,gid_2016_04_27_clemlb_minmlb_1,Reliever,26
592102,gid_2016_04_29_clemlb_phimlb_1,Reliever,16
592127,gid_2016_04_05_houmlb_nyamlb_1,Reliever,18
592127,gid_2016_04_08_nyamlb_detmlb_1,Reliever,17
592127,gid_2016_04_12_nyamlb_tormlb_1,Reliever,16
592127,gid_2016_04_14_nyamlb_tormlb_1,Reliever,23
592127,gid_2016_04_16_seamlb_nyamlb_1,Reliever,21
592127,gid_2016_04_19_oakmlb_nyamlb_1,Reliever,25
592127,gid_2016_04_21_oakmlb_nyamlb_1,Reliever,17
592127,gid_2016_04_27_nyamlb_texmlb_1,Reliever,29
592127,gid_2016_04_30_nyamlb_bosmlb_1,Reliever,30
592135,gid_2016_04_04_chnmlb_anamlb_1,Reliever,21
592135,gid_2016_04_08_texmlb_anamlb_1,Reliever,21
592135,gid_2016_04_29_anamlb_texmlb_1,Reliever,10
592135,gid_2016_04_30_anamlb_texmlb_1,Reliever,7
592222,gid_2016_04_13_texmlb_seamlb_1,Reliever,25
592222,gid_2016_04_15_balmlb_texmlb_1,Reliever,9
592222,gid_2016_04_24_texmlb_chamlb_1,Reliever,31
592332,gid_2016_04_25_balmlb_tbamlb_1,Starter,91
592332,gid_2016_04_30_chamlb_balmlb_1,Starter,94
592341,gid_2016_04_29_miamlb_milmlb_1,Reliever,33
592351,gid_2016_04_22_lanmlb_colmlb_1,Starter,95
592351,gid_2016_04_27_pitmlb_colmlb_1,Starter,96
592390,gid_2016_04_19_tbamlb_bosmlb_1,Reliever,45
592390,gid_2016_04_22_bosmlb_houmlb_1,Reliever,29
592390,gid_2016_04_24_bosmlb_houmlb_1,Reliever,49
592390,gid_2016_04_28_atlmlb_bosmlb_1,Reliever,15
592454,gid_2016_04_29_chamlb_balmlb_1,Reliever,14
592593,gid_2016_04_27_miamlb_lanmlb_1,Starter,99
592612,gid_2016_04_04_sfnmlb_milmlb_1,Reliever,11
592612,gid_2016_04_06_sfnmlb_milmlb_1,Reliever,18
592612,gid_2016_04_08_lanmlb_sfnmlb_1,Reliever,21
592612,gid_2016_04_09_lanmlb_sfnmlb_1,Reliever,4
592612,gid_2016_04_10_lanmlb_sfnmlb_1,Reliever,8
592612,gid_2016_04_13_sfnmlb_colmlb_1,Reliever,30
592612,gid_2016_04_16_sfnmlb_lanmlb_1,Reliever,4
592612,gid_2016_04_17_sfnmlb_lanmlb_1,Reliever,9
592612,gid_2016_04_20_arimlb_sfnmlb_1,Reliever,5
592612,gid_2016_04_21_arimlb_sfnmlb_1,Reliever,2
592612,gid_2016_04_24_miamlb_sfnmlb_1,Reliever,14
592612,gid_2016_04_25_sdnmlb_sfnmlb_1,Reliever,5
592612,gid_2016_04_30_sfnmlb_nynmlb_1,Reliever,9
592662,gid_2016_04_08_chnmlb_arimlb_1,Starter,97
592662,gid_2016_04_14_arimlb_lanmlb_1,Starter,94
592662,gid_2016_04_19_arimlb_sfnmlb_1,Starter,101
592662,gid_2016_04_24_pitmlb_arimlb_1,Starter,84
592662,gid_2016_04_29_colmlb_arimlb_1,Starter,89
592665,gid_2016_04_05_nynmlb_kcamlb_1,Reliever,9
592665,gid_2016_04_10_phimlb_nynmlb_1,Reliever,22
592665,gid_2016_04_11_miamlb_nynmlb_1,Reliever,25
592665,gid_2016_04_12_miamlb_nynmlb_1,Reliever,5
592665,gid_2016_04_15_nynmlb_clemlb_1,Reliever,20
592665,gid_2016_04_17_nynmlb_clemlb_1,Reliever,7
592665,gid_2016_04_20_nynmlb_phimlb_1,Reliever,13
592665,gid_2016_04_22_nynmlb_atlmlb_1,Reliever,16
592665,gid_2016_04_23_nynmlb_atlmlb_1,Reliever,23
592665,gid_2016_04_25_cinmlb_nynmlb_1,Reliever,11
592665,gid_2016_04_26_cinmlb_nynmlb_1,Reliever,11
592665,gid_2016_04_27_cinmlb_nynmlb_1,Reliever,8
592665,gid_2016_04_30_sfnmlb_nynmlb_1,Reliever,24
592717,gid_2016_04_05_tormlb_tbamlb_1,Starter,91
592717,gid_2016_04_12_nyamlb_tormlb_1,Starter,97
592717,gid_2016_04_17_tormlb_bosmlb_1,Starter,105
592717,gid_2016_04_22_oakmlb_tormlb_1,Starter,85
592717,gid_2016_04_29_tormlb_tbamlb_1,Starter,103
592741,gid_2016_04_05_houmlb_nyamlb_1,Reliever,26
592741,gid_2016_04_07_houmlb_nyamlb_1,Reliever,8
592741,gid_2016_04_09_nyamlb_detmlb_1,Reliever,6
592741,gid_2016_04_12_nyamlb_tormlb_1,Reliever,12
592741,gid_2016_04_16_seamlb_nyamlb_1,Reliever,12
592741,gid_2016_04_19_oakmlb_nyamlb_1,Reliever,14
592741,gid_2016_04_21_oakmlb_nyamlb_1,Reliever,13
592741,gid_2016_04_26_nyamlb_texmlb_1,Reliever,15
592741,gid_2016_04_27_nyamlb_texmlb_1,Reliever,1
592741,gid_2016_04_30_nyamlb_bosmlb_1,Reliever,15
592767,gid_2016_04_04_tormlb_tbamlb_1,Starter,98
592767,gid_2016_04_13_clemlb_tbamlb_1,Starter,104
592767,gid_2016_04_19_tbamlb_bosmlb_1,Starter,105
592767,gid_2016_04_24_tbamlb_nyamlb_1,Starter,93
592767,gid_2016_04_29_tormlb_tbamlb_1,Starter,99
592789,gid_2016_04_05_nynmlb_kcamlb_1,Starter,92
592789,gid_2016_04_12_miamlb_nynmlb_1,Starter,99
592789,gid_2016_04_18_nynmlb_phimlb_1,Starter,94
592789,gid_2016_04_25_cinmlb_nynmlb_1,Starter,107
592804,gid_2016_04_06_sfnmlb_milmlb_1,Reliever,15
592804,gid_2016_04_08_houmlb_milmlb_1,Reliever,17
592804,gid_2016_04_10_houmlb_milmlb_1,Reliever,15
592804,gid_2016_04_13_milmlb_slnmlb_1,Reliever,12
592804,gid_2016_04_15_milmlb_pitmlb_1,Reliever,11
592804,gid_2016_04_19_milmlb_minmlb_1,Reliever,30
592804,gid_2016_04_23_phimlb_milmlb_1,Reliever,21
592804,gid_2016_04_24_phimlb_milmlb_1,Reliever,15
592804,gid_2016_04_30_miamlb_milmlb_1,Reliever,33
592811,gid_2016_04_25_oakmlb_detmlb_1,Reliever,14
592826,gid_2016_04_09_phimlb_nynmlb_1,Starter,99
592826,gid_2016_04_14_sdnmlb_phimlb_1,Starter,113
592826,gid_2016_04_19_nynmlb_phimlb_1,Starter,74
592826,gid_2016_04_26_phimlb_wasmlb_1,Starter,84
592836,gid_2016_04_08_oakmlb_seamlb_1,Starter,100
592836,gid_2016_04_13_texmlb_seamlb_1,Starter,108
592836,gid_2016_04_20_seamlb_clemlb_1,Starter,110
592836,gid_2016_04_25_houmlb_seamlb_1,Starter,118
592869,gid_2016_04_04_minmlb_balmlb_1,Starter,38
592869,gid_2016_04_13_balmlb_bosmlb_1,Starter,39
592869,gid_2016_04_19_tormlb_balmlb_1,Starter,44
592869,gid_2016_04_23_balmlb_kcamlb_1,Starter,70
592869,gid_2016_04_28_chamlb_balmlb_1,Starter,91
593140,gid_2016_04_06_houmlb_nyamlb_1,Starter,107
593140,gid_2016_04_26_houmlb_seamlb_1,Starter,42
593372,gid_2016_04_09_slnmlb_atlmlb_1,Starter,99
593372,gid_2016_04_15_cinmlb_slnmlb_1,Starter,89
593372,gid_2016_04_20_chnmlb_slnmlb_1,Starter,77
593372,gid_2016_04_26_slnmlb_arimlb_1,Starter,105
593576,gid_2016_04_04_phimlb_cinmlb_1,Reliever,14
593576,gid_2016_04_08_phimlb_nynmlb_1,Reliever,17
593576,gid_2016_04_09_phimlb_nynmlb_1,Reliever,13
593576,gid_2016_04_10_phimlb_nynmlb_1,Reliever,21
593576,gid_2016_04_12_sdnmlb_phimlb_1,Reliever,5
593576,gid_2016_04_16_wasmlb_phimlb_1,Reliever,11
593576,gid_2016_04_17_wasmlb_phimlb_1,Reliever,16
593576,gid_2016_04_20_nynmlb_phimlb_1,Reliever,36
593576,gid_2016_04_22_phimlb_milmlb_1,Reliever,16
593576,gid_2016_04_24_phimlb_milmlb_1,Reliever,9
593576,gid_2016_04_26_phimlb_wasmlb_1,Reliever,17
593576,gid_2016_04_27_phimlb_wasmlb_1,Reliever,16
593576,gid_2016_04_29_clemlb_phimlb_1,Reliever,20
594736,gid_2016_04_09_clemlb_chamlb_1,Starter,92
594736,gid_2016_04_15_nynmlb_clemlb_1,Starter,90
594736,gid_2016_04_21_seamlb_clemlb_1,Starter,66
594736,gid_2016_04_26_clemlb_minmlb_1,Starter,98
594760,gid_2016_04_24_nynmlb_atlmlb_1,Starter,80
594760,gid_2016_04_29_atlmlb_chnmlb_1,Starter,85
594798,gid_2016_04_08_phimlb_nynmlb_1,Starter,76
594798,gid_2016_04_24_nynmlb_atlmlb_1,Starter,82
594798,gid_2016_04_30_sfnmlb_nynmlb_1,Starter,98
594857,gid_2016_04_26_slnmlb_arimlb_1,Reliever,36
594857,gid_2016_04_29_colmlb_arimlb_1,Reliever,28
594951,gid_2016_04_17_anamlb_minmlb_1,Reliever,1
594951,gid_2016_04_19_milmlb_minmlb_1,Reliever,12
594951,gid_2016_04_20_minmlb_milmlb_1,Reliever,21
594951,gid_2016_04_22_minmlb_wasmlb_1,Reliever,12
594951,gid_2016_04_24_minmlb_wasmlb_1,Reliever,51
594951,gid_2016_04_29_detmlb_minmlb_1,Reliever,6
594951,gid_2016_04_30_detmlb_minmlb_1,Reliever,5
594986,gid_2016_04_08_nyamlb_detmlb_1,Reliever,18
594986,gid_2016_04_11_pitmlb_detmlb_1,Reliever,17
594986,gid_2016_04_17_detmlb_houmlb_1,Reliever,17
594986,gid_2016_04_19_detmlb_kcamlb_1,Reliever,11
594986,gid_2016_04_21_detmlb_kcamlb_1,Reliever,17
594986,gid_2016_04_23_clemlb_detmlb_1,Reliever,49
594986,gid_2016_04_26_oakmlb_detmlb_1,Reliever,9
594986,gid_2016_04_28_oakmlb_detmlb_1,Reliever,11
595014,gid_2016_04_04_wasmlb_atlmlb_1,Reliever,9
595014,gid_2016_04_10_miamlb_wasmlb_1,Reliever,9
595014,gid_2016_04_11_atlmlb_wasmlb_1,Reliever,5
595014,gid_2016_04_12_atlmlb_wasmlb_1,Reliever,22
595014,gid_2016_04_17_wasmlb_phimlb_1,Reliever,8
595014,gid_2016_04_20_wasmlb_miamlb_1,Reliever,9
595014,gid_2016_04_22_minmlb_wasmlb_1,Reliever,16
595014,gid_2016_04_23_minmlb_wasmlb_1,Reliever,11
595014,gid_2016_04_27_phimlb_wasmlb_1,Reliever,17
595014,gid_2016_04_29_wasmlb_slnmlb_1,Reliever,18
595191,gid_2016_04_08_phimlb_nynmlb_1,Starter,87
595191,gid_2016_04_13_sdnmlb_phimlb_1,Starter,96
595191,gid_2016_04_18_nynmlb_phimlb_1,Starter,100
595191,gid_2016_04_24_phimlb_milmlb_1,Starter,100
595191,gid_2016_04_30_clemlb_phimlb_1,Starter,91
595307,gid_2016_04_03_slnmlb_pitmlb_1,Reliever,21
595307,gid_2016_04_05_slnmlb_pitmlb_1,Reliever,28
595307,gid_2016_04_09_slnmlb_atlmlb_1,Reliever,16
595307,gid_2016_04_10_slnmlb_atlmlb_1,Reliever,8
595307,gid_2016_04_13_milmlb_slnmlb_1,Reliever,3
595307,gid_2016_04_16_cinmlb_slnmlb_1,Reliever,9
595307,gid_2016_04_22_slnmlb_sdnmlb_1,Reliever,28
595307,gid_2016_04_25_slnmlb_arimlb_1,Reliever,37
595307,gid_2016_04_30_wasmlb_slnmlb_1,Reliever,4
595345,gid_2016_04_19_arimlb_sfnmlb_1,Reliever,26
595345,gid_2016_04_21_arimlb_sfnmlb_1,Reliever,8
595345,gid_2016_04_24_miamlb_sfnmlb_1,Reliever,5
595345,gid_2016_04_27_sdnmlb_sfnmlb_1,Reliever,19
595345,gid_2016_04_29_sfnmlb_nynmlb_1,Reliever,35
595465,gid_2016_04_04_wasmlb_atlmlb_1,Reliever,11
595465,gid_2016_04_08_slnmlb_atlmlb_1,Reliever,6
595465,gid_2016_04_10_slnmlb_atlmlb_1,Reliever,11
596064,gid_2016_04_24_bosmlb_houmlb_1,Starter,86
596064,gid_2016_04_29_nyamlb_bosmlb_1,Starter,92
596112,gid_2016_04_07_phimlb_cinmlb_1,Starter,87
596112,gid_2016_04_19_colmlb_cinmlb_1,Starter,105
598264,gid_2016_04_06_bosmlb_clemlb_1,Reliever,20
598264,gid_2016_04_08_bosmlb_tormlb_1,Reliever,9
598264,gid_2016_04_11_balmlb_bosmlb_1,Reliever,13
598264,gid_2016_04_13_balmlb_bosmlb_1,Reliever,10
598264,gid_2016_04_17_tormlb_bosmlb_1,Reliever,28
598264,gid_2016_04_19_tbamlb_bosmlb_1,Reliever,24
598264,gid_2016_04_21_tbamlb_bosmlb_1,Reliever,42
598264,gid_2016_04_24_bosmlb_houmlb_1,Reliever,25
598264,gid_2016_04_27_atlmlb_bosmlb_1,Reliever,19
598264,gid_2016_04_29_nyamlb_bosmlb_1,Reliever,10
598287,gid_2016_04_06_bosmlb_clemlb_1,Reliever,18
598287,gid_2016_04_08_bosmlb_tormlb_1,Reliever,30
598287,gid_2016_04_10_bosmlb_tormlb_1,Reliever,20
598287,gid_2016_04_12_balmlb_bosmlb_1,Reliever,17
598287,gid_2016_04_17_tormlb_bosmlb_1,Reliever,21
598287,gid_2016_04_18_tormlb_bosmlb_1,Reliever,19
598287,gid_2016_04_20_tbamlb_bosmlb_1,Reliever,15
598287,gid_2016_04_21_tbamlb_bosmlb_1,Reliever,13
598287,gid_2016_04_23_bosmlb_houmlb_1,Reliever,10
599998,gid_2016_04_21_pitmlb_sdnmlb_1,Reliever,25
605135,gid_2016_04_05_chamlb_oakmlb_1,Starter,97
605135,gid_2016_04_10_oakmlb_seamlb_1,Starter,97
605135,gid_2016_04_17_kcamlb_oakmlb_1,Starter,114
605135,gid_2016_04_23_oakmlb_tormlb_1,Starter,101
605135,gid_2016_04_28_oakmlb_detmlb_1,Starter,94
605151,gid_2016_04_18_arimlb_sfnmlb_1,Starter,105
605164,gid_2016_04_07_minmlb_balmlb_1,Reliever,10
605164,gid_2016_04_12_balmlb_bosmlb_1,Reliever,43
605164,gid_2016_04_16_balmlb_texmlb_1,Reliever,9
605164,gid_2016_04_20_tormlb_balmlb_1,Reliever,10
605164,gid_2016_04_21_tormlb_balmlb_1,Reliever,10
605164,gid_2016_04_24_balmlb_kcamlb_1,Reliever,42
605164,gid_2016_04_28_chamlb_balmlb_1,Reliever,34
605177,gid_2016_04_04_colmlb_arimlb_1,Reliever,19
605177,gid_2016_04_07_chnmlb_arimlb_1,Reliever,19
605177,gid_2016_04_09_chnmlb_arimlb_1,Reliever,10
605177,gid_2016_04_13_arimlb_lanmlb_1,Reliever,5
605177,gid_2016_04_14_arimlb_lanmlb_1,Reliever,7
605177,gid_2016_04_16_arimlb_sdnmlb_1,Reliever,15
605177,gid_2016_04_17_arimlb_sdnmlb_1,Reliever,3
605177,gid_2016_04_19_arimlb_sfnmlb_1,Reliever,11
605177,gid_2016_04_20_arimlb_sfnmlb_1,Reliever,4
605177,gid_2016_04_24_pitmlb_arimlb_1,Reliever,16
605177,gid_2016_04_25_slnmlb_arimlb_1,Reliever,16
605177,gid_2016_04_27_slnmlb_arimlb_1,Reliever,8
605200,gid_2016_04_17_milmlb_pitmlb_1,Starter,69
605200,gid_2016_04_22_phimlb_milmlb_1,Starter,100
605200,gid_2016_04_29_miamlb_milmlb_1,Starter,92
605226,gid_2016_04_05_seamlb_texmlb_1,Reliever,27
605226,gid_2016_04_07_texmlb_anamlb_1,Reliever,5
605226,gid_2016_04_11_texmlb_seamlb_1,Reliever,8
605226,gid_2016_04_12_texmlb_seamlb_1,Reliever,5
605226,gid_2016_04_15_balmlb_texmlb_1,Reliever,34
605228,gid_2016_04_06_detmlb_miamlb_1,Starter,106
605228,gid_2016_04_12_miamlb_nynmlb_1,Starter,90
605228,gid_2016_04_18_wasmlb_miamlb_1,Starter,103
605228,gid_2016_04_23_miamlb_sfnmlb_1,Starter,103
605228,gid_2016_04_28_miamlb_lanmlb_1,Starter,89
605232,gid_2016_04_06_phimlb_cinmlb_1,Starter,86
605232,gid_2016_04_11_cinmlb_chnmlb_1,Starter,111
605232,gid_2016_04_16_cinmlb_slnmlb_1,Starter,98
605232,gid_2016_04_21_chnmlb_cinmlb_1,Starter,75
605232,gid_2016_04_26_cinmlb_nynmlb_1,Starter,107
605242,gid_2016_04_29_detmlb_minmlb_1,Starter,93
605309,gid_2016_04_06_seamlb_texmlb_1,Reliever,27
605309,gid_2016_04_07_texmlb_anamlb_1,Reliever,16
605309,gid_2016_04_09_texmlb_anamlb_1,Reliever,18
605309,gid_2016_04_11_texmlb_seamlb_1,Reliever,19
605309,gid_2016_04_14_balmlb_texmlb_1,Reliever,17
605309,gid_2016_04_16_balmlb_texmlb_1,Reliever,16
605309,gid_2016_04_19_houmlb_texmlb_1,Reliever,25
605359,gid_2016_04_17_arimlb_sdnmlb_1,Reliever,23
605359,gid_2016_04_19_arimlb_sfnmlb_1,Reliever,20
605359,gid_2016_04_21_arimlb_sfnmlb_1,Reliever,11
605359,gid_2016_04_22_pitmlb_arimlb_1,Reliever,8
605359,gid_2016_04_24_pitmlb_arimlb_1,Reliever,21
605388,gid_2016_04_29_clemlb_phimlb_1,Starter,97
605396,gid_2016_04_30_clemlb_phimlb_1,Reliever,3
605400,gid_2016_04_06_phimlb_cinmlb_1,Starter,95
605400,gid_2016_04_11_sdnmlb_phimlb_1,Starter,95
605400,gid_2016_04_16_wasmlb_phimlb_1,Starter,80
605400,gid_2016_04_22_phimlb_milmlb_1,Starter,105
605400,gid_2016_04_28_phimlb_wasmlb_1,Starter,77
605452,gid_2016_04_10_miamlb_wasmlb_1,Starter,97
605452,gid_2016_04_15_wasmlb_phimlb_1,Starter,107
605452,gid_2016_04_20_wasmlb_miamlb_1,Starter,33
605452,gid_2016_04_30_wasmlb_slnmlb_1,Starter,93
605483,gid_2016_04_23_tbamlb_nyamlb_1,Starter,90
605538,gid_2016_04_08_slnmlb_atlmlb_1,Starter,91
605538,gid_2016_04_13_atlmlb_wasmlb_1,Starter,74
605538,gid_2016_04_17_atlmlb_miamlb_1,Starter,6
605538,gid_2016_04_21_lanmlb_atlmlb_1,Starter,115
605538,gid_2016_04_26_bosmlb_atlmlb_1,Starter,81
605541,gid_2016_04_12_balmlb_bosmlb_1,Starter,96
605541,gid_2016_04_19_tormlb_balmlb_1,Starter,105
605541,gid_2016_04_24_balmlb_kcamlb_1,Starter,100
605541,gid_2016_04_29_chamlb_balmlb_1,Starter,90
606131,gid_2016_04_04_lanmlb_sdnmlb_1,Reliever,36
606131,gid_2016_04_06_lanmlb_sdnmlb_1,Reliever,16
606131,gid_2016_04_09_sdnmlb_colmlb_1,Reliever,10
606131,gid_2016_04_16_arimlb_sdnmlb_1,Reliever,13
606131,gid_2016_04_17_arimlb_sdnmlb_1,Reliever,14
606131,gid_2016_04_20_pitmlb_sdnmlb_1,Reliever,21
606131,gid_2016_04_23_slnmlb_sdnmlb_1,Reliever,31
606131,gid_2016_04_25_sdnmlb_sfnmlb_1,Reliever,28
606131,gid_2016_04_27_sdnmlb_sfnmlb_1,Reliever,31
606160,gid_2016_04_16_nynmlb_clemlb_1,Reliever,21
606160,gid_2016_04_19_nynmlb_phimlb_1,Reliever,27
606273,gid_2016_04_23_bosmlb_houmlb_1,Reliever,26
606965,gid_2016_04_08_houmlb_milmlb_1,Starter,38
606965,gid_2016_04_13_kcamlb_houmlb_1,Starter,13
606965,gid_2016_04_14_kcamlb_houmlb_1,Starter,19
606965,gid_2016_04_19_houmlb_texmlb_1,Starter,26
606965,gid_2016_04_22_bosmlb_houmlb_1,Starter,27
606965,gid_2016_04_24_bosmlb_houmlb_1,Starter,41
606965,gid_2016_04_30_houmlb_oakmlb_1,Starter,91
607067,gid_2016_04_04_lanmlb_sdnmlb_1,Starter,19
607067,gid_2016_04_08_sdnmlb_colmlb_1,Starter,90
607067,gid_2016_04_13_sdnmlb_phimlb_1,Starter,93
607067,gid_2016_04_19_pitmlb_sdnmlb_1,Starter,95
607067,gid_2016_04_24_slnmlb_sdnmlb_1,Starter,101
607067,gid_2016_04_30_sdnmlb_lanmlb_1,Starter,96
607074,gid_2016_04_06_chamlb_oakmlb_1,Starter,99
607074,gid_2016_04_13_chamlb_minmlb_1,Starter,107
607074,gid_2016_04_18_anamlb_chamlb_1,Starter,41
607074,gid_2016_04_23_texmlb_chamlb_1,Starter,98
607074,gid_2016_04_29_chamlb_balmlb_1,Starter,102
607231,gid_2016_04_06_wasmlb_atlmlb_1,Reliever,14
607231,gid_2016_04_08_slnmlb_atlmlb_1,Reliever,22
607231,gid_2016_04_09_slnmlb_atlmlb_1,Reliever,22
607231,gid_2016_04_27_atlmlb_bosmlb_1,Reliever,82
607259,gid_2016_04_23_texmlb_chamlb_1,Reliever,21
607309,gid_2016_04_10_texmlb_anamlb_1,Reliever,13
607309,gid_2016_04_12_texmlb_seamlb_1,Reliever,21
607309,gid_2016_04_22_texmlb_chamlb_1,Reliever,26
607309,gid_2016_04_23_texmlb_chamlb_1,Reliever,11
607309,gid_2016_04_25_nyamlb_texmlb_1,Reliever,19
