game_id,pitch_type,pitch_type_count,pitch_count,percentage,year
gid_2017_06_05_phimlb_atlmlb_1,SL,6,85,7.06,2017
gid_2017_06_28_atlmlb_sdnmlb_1,CH,9,80,11.25,2017
gid_2017_06_28_atlmlb_sdnmlb_1,FF,8,80,10.0,2017
gid_2017_06_28_atlmlb_sdnmlb_1,FT,54,80,67.5,2017
gid_2017_06_28_atlmlb_sdnmlb_1,SL,9,80,11.25,2017
gid_2017_07_18_nyamlb_minmlb_1,CH,2,82,2.44,2017
gid_2017_07_18_nyamlb_minmlb_1,FF,13,82,15.85,2017
gid_2017_07_18_nyamlb_minmlb_1,FT,64,82,78.05,2017
gid_2017_07_18_nyamlb_minmlb_1,SL,3,82,3.66,2017
gid_2017_07_24_minmlb_lanmlb_1,CH,6,64,9.38,2017
gid_2017_07_24_minmlb_lanmlb_1,FF,36,64,56.25,2017
gid_2017_07_24_minmlb_lanmlb_1,FT,22,64,34.38,2017
gid_2017_07_30_minmlb_oakmlb_1,CH,12,95,12.63,2017
gid_2017_07_30_minmlb_oakmlb_1,FF,13,95,13.68,2017
gid_2017_07_30_minmlb_oakmlb_1,FT,60,95,63.16,2017
gid_2017_07_30_minmlb_oakmlb_1,SL,10,95,10.53,2017
gid_2017_08_04_texmlb_minmlb_1,CH,18,106,16.98,2017
gid_2017_08_04_texmlb_minmlb_1,FF,26,106,24.53,2017
gid_2017_08_04_texmlb_minmlb_1,FT,49,106,46.23,2017
gid_2017_08_04_texmlb_minmlb_1,SL,13,106,12.26,2017
gid_2017_08_09_minmlb_milmlb_1,CH,7,101,6.93,2017
gid_2017_08_09_minmlb_milmlb_1,FF,25,101,24.75,2017
gid_2017_08_09_minmlb_milmlb_1,FT,57,101,56.44,2017
gid_2017_08_09_minmlb_milmlb_1,SL,12,101,11.88,2017
gid_2017_08_15_clemlb_minmlb_1,CH,18,94,19.15,2017
gid_2017_08_15_clemlb_minmlb_1,FF,27,94,28.72,2017
gid_2017_08_15_clemlb_minmlb_1,FT,44,94,46.81,2017
gid_2017_08_15_clemlb_minmlb_1,SL,5,94,5.32,2017
gid_2017_08_20_arimlb_minmlb_1,CH,7,91,7.69,2017
gid_2017_08_20_arimlb_minmlb_1,FF,29,91,31.87,2017
gid_2017_08_20_arimlb_minmlb_1,FT,47,91,51.65,2017
gid_2017_08_20_arimlb_minmlb_1,SL,8,91,8.79,2017
gid_2017_08_25_minmlb_tormlb_1,CH,8,96,8.33,2017
gid_2017_08_25_minmlb_tormlb_1,FF,17,96,17.71,2017
gid_2017_08_25_minmlb_tormlb_1,FT,67,96,69.79,2017
gid_2017_08_25_minmlb_tormlb_1,SL,4,96,4.17,2017
gid_2017_08_31_chamlb_minmlb_1,CH,4,92,4.35,2017
gid_2017_08_31_chamlb_minmlb_1,FF,29,92,31.52,2017
gid_2017_08_31_chamlb_minmlb_1,FT,54,92,58.7,2017
gid_2017_08_31_chamlb_minmlb_1,SL,5,92,5.43,2017
gid_2017_09_05_minmlb_tbamlb_1,CH,9,85,10.59,2017
gid_2017_09_05_minmlb_tbamlb_1,FF,13,85,15.29,2017
gid_2017_09_05_minmlb_tbamlb_1,FT,59,85,69.41,2017
gid_2017_09_05_minmlb_tbamlb_1,SL,4,85,4.71,2017
gid_2017_09_10_minmlb_kcamlb_1,CH,4,32,12.5,2017
gid_2017_09_10_minmlb_kcamlb_1,FF,6,32,18.75,2017
gid_2017_09_10_minmlb_kcamlb_1,FT,21,32,65.62,2017
gid_2017_09_10_minmlb_kcamlb_1,SL,1,32,3.12,2017
gid_2017_09_15_tormlb_minmlb_1,CH,6,86,6.98,2017
gid_2017_09_15_tormlb_minmlb_1,FF,30,86,34.88,2017
gid_2017_09_15_tormlb_minmlb_1,FT,43,86,50.0,2017
gid_2017_09_15_tormlb_minmlb_1,SL,7,86,8.14,2017
gid_2017_09_20_minmlb_nyamlb_1,CH,4,63,6.35,2017
gid_2017_09_20_minmlb_nyamlb_1,FF,16,63,25.4,2017
gid_2017_09_20_minmlb_nyamlb_1,FT,33,63,52.38,2017
gid_2017_09_20_minmlb_nyamlb_1,SL,10,63,15.87,2017
gid_2017_09_26_minmlb_clemlb_1,CH,1,18,5.56,2017
gid_2017_09_26_minmlb_clemlb_1,FF,2,18,11.11,2017
gid_2017_09_26_minmlb_clemlb_1,FT,15,18,83.33,2017
gid_2017_10_01_detmlb_minmlb_1,CH,4,83,4.82,2017
gid_2017_10_01_detmlb_minmlb_1,FF,28,83,33.73,2017
gid_2017_10_01_detmlb_minmlb_1,FT,48,83,57.83,2017
gid_2017_10_01_detmlb_minmlb_1,SL,3,83,3.61,2017
